0,1,2,3,4,5
,0000111,"(66, 240) - 0",[] - ,"[(219, 176), (209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 000111",B
,0000111,"(219, 176) - 0",[] - ,"[(66, 240), (209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 000111",B
,0000111,"(219, 176) - 0","[(66, 240), (51, 202)] - 01","[(209, 16), (92, 29), (67, 170), (17, 188)] - 0011",B
,0000111,"(209, 16) - 0",[] - ,"[(66, 240), (219, 176), (92, 29), (67, 170), (51, 202), (17, 188)] - 000111",B
,0000111,"(209, 16) - 0","[(66, 240), (219, 176), (67, 170), (51, 202)] - 0011","[(92, 29), (17, 188)] - 01",B
,0000111,"(66, 240) - 0","[(219, 176)] - 0","[(209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 00111",I
,0000111,"(66, 240) - 0","[(17, 188)] - 1","[(219, 176), (209, 16), (92, 29), (67, 170), (51, 202)] - 00011",I
,0000111,"(66, 240) - 0","[(219, 176), (209, 16)] - 00","[(92, 29), (67, 170), (51, 202), (17, 188)] - 0111",I
,0000111,"(66, 240) - 0","[(51, 202), (17, 188)] - 11","[(219, 176), (209, 16), (92, 29), (67, 170)] - 0001",I
,0000111,"(66, 240) - 0","[(219, 176), (209, 16), (92, 29)] - 000","[(67, 170), (51, 202), (17, 188)] - 111",I
,0000111,"(219, 176) - 0","[(66, 240)] - 0","[(209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 00111",I
,0000111,"(219, 176) - 0","[(209, 16)] - 0","[(66, 240), (92, 29), (67, 170), (51, 202), (17, 188)] - 00111",I
,0000111,"(219, 176) - 0","[(209, 16), (92, 29)] - 00","[(66, 240), (67, 170), (51, 202), (17, 188)] - 0111",I
,0000111,"(219, 176) - 0","[(66, 240), (51, 202), (17, 188)] - 011","[(209, 16), (92, 29), (67, 170)] - 001",I
,0000111,"(209, 16) - 0","[(66, 240), (219, 176), (67, 170), (51, 202), (17, 188)] - 00111","[(92, 29)] - 0",I
,0000111,"(209, 16) - 0","[(66, 240), (219, 176)] - 00","[(92, 29), (67, 170), (51, 202), (17, 188)] - 0111",I
,0000111,"(209, 16) - 0","[(66, 240), (219, 176), (51, 202)] - 001","[(92, 29), (67, 170), (17, 188)] - 011",I
,0000111,"(92, 29) - 0","[(66, 240), (219, 176), (209, 16), (67, 170), (51, 202), (17, 188)] - 000111",[] - ,I
,0000111,"(92, 29) - 0","[(66, 240), (219, 176), (209, 16), (67, 170), (51, 202)] - 00011","[(17, 188)] - 1",I
,0000111,"(92, 29) - 0","[(66, 240), (219, 176), (209, 16), (67, 170)] - 0001","[(51, 202), (17, 188)] - 11",I
,0000111,"(92, 29) - 0","[(66, 240), (219, 176), (209, 16)] - 000","[(67, 170), (51, 202), (17, 188)] - 111",I
,0000111,"(67, 170) - 1","[(66, 240), (219, 176), (209, 16), (92, 29)] - 0000","[(51, 202), (17, 188)] - 11",I
,0000111,"(51, 202) - 1","[(17, 188)] - 1","[(66, 240), (219, 176), (209, 16), (92, 29), (67, 170)] - 00001",I
,0000111,"(17, 188) - 1",[] - ,"[(66, 240), (219, 176), (209, 16), (92, 29), (67, 170), (51, 202)] - 000011",I
,0001011,"(66, 240) - 0",[] - ,"[(219, 176), (209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 001011",B
,0001011,"(219, 176) - 0",[] - ,"[(66, 240), (209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 001011",B
,0001011,"(219, 176) - 0","[(66, 240), (51, 202)] - 01","[(209, 16), (92, 29), (67, 170), (17, 188)] - 0101",B
,0001011,"(219, 176) - 0","[(209, 16), (92, 29)] - 01","[(66, 240), (67, 170), (51, 202), (17, 188)] - 0011",B
,0001011,"(209, 16) - 0",[] - ,"[(66, 240), (219, 176), (92, 29), (67, 170), (51, 202), (17, 188)] - 001011",B
,0001011,"(66, 240) - 0","[(219, 176)] - 0","[(209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 01011",I
,0001011,"(66, 240) - 0","[(17, 188)] - 1","[(219, 176), (209, 16), (92, 29), (67, 170), (51, 202)] - 00101",I
,0001011,"(66, 240) - 0","[(219, 176), (209, 16)] - 00","[(92, 29), (67, 170), (51, 202), (17, 188)] - 1011",I
,0001011,"(66, 240) - 0","[(51, 202), (17, 188)] - 11","[(219, 176), (209, 16), (92, 29), (67, 170)] - 0010",I
,0001011,"(66, 240) - 0","[(219, 176), (209, 16), (92, 29)] - 001","[(67, 170), (51, 202), (17, 188)] - 011",I
,0001011,"(219, 176) - 0","[(66, 240)] - 0","[(209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 01011",I
,0001011,"(219, 176) - 0","[(209, 16)] - 0","[(66, 240), (92, 29), (67, 170), (51, 202), (17, 188)] - 01011",I
,0001011,"(219, 176) - 0","[(66, 240), (51, 202), (17, 188)] - 011","[(209, 16), (92, 29), (67, 170)] - 010",I
,0001011,"(209, 16) - 0","[(66, 240), (219, 176), (67, 170), (51, 202), (17, 188)] - 00011","[(92, 29)] - 1",I
,0001011,"(209, 16) - 0","[(66, 240), (219, 176)] - 00","[(92, 29), (67, 170), (51, 202), (17, 188)] - 1011",I
,0001011,"(209, 16) - 0","[(66, 240), (219, 176), (67, 170), (51, 202)] - 0001","[(92, 29), (17, 188)] - 11",I
,0001011,"(209, 16) - 0","[(66, 240), (219, 176), (51, 202)] - 001","[(92, 29), (67, 170), (17, 188)] - 101",I
,0001011,"(92, 29) - 1","[(66, 240), (219, 176), (209, 16), (67, 170), (51, 202), (17, 188)] - 000011",[] - ,I
,0001011,"(92, 29) - 1","[(66, 240), (219, 176), (209, 16), (67, 170), (51, 202)] - 00001","[(17, 188)] - 1",I
,0001011,"(92, 29) - 1","[(66, 240), (219, 176), (209, 16), (67, 170)] - 0000","[(51, 202), (17, 188)] - 11",I
,0001011,"(92, 29) - 1","[(66, 240), (219, 176), (209, 16)] - 000","[(67, 170), (51, 202), (17, 188)] - 011",I
,0001011,"(67, 170) - 0","[(66, 240), (219, 176), (209, 16), (92, 29)] - 0001","[(51, 202), (17, 188)] - 11",I
,0001011,"(51, 202) - 1","[(17, 188)] - 1","[(66, 240), (219, 176), (209, 16), (92, 29), (67, 170)] - 00010",I
,0001011,"(17, 188) - 1",[] - ,"[(66, 240), (219, 176), (209, 16), (92, 29), (67, 170), (51, 202)] - 000101",I
,0001101,"(66, 240) - 0",[] - ,"[(219, 176), (209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 001101",B
,0001101,"(66, 240) - 0","[(51, 202), (17, 188)] - 01","[(219, 176), (209, 16), (92, 29), (67, 170)] - 0011",B
,0001101,"(219, 176) - 0",[] - ,"[(66, 240), (209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 001101",B
,0001101,"(219, 176) - 0","[(209, 16), (92, 29)] - 01","[(66, 240), (67, 170), (51, 202), (17, 188)] - 0101",B
,0001101,"(209, 16) - 0",[] - ,"[(66, 240), (219, 176), (92, 29), (67, 170), (51, 202), (17, 188)] - 001101",B
,0001101,"(66, 240) - 0","[(219, 176)] - 0","[(209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 01101",I
,0001101,"(66, 240) - 0","[(17, 188)] - 1","[(219, 176), (209, 16), (92, 29), (67, 170), (51, 202)] - 00110",I
,0001101,"(66, 240) - 0","[(219, 176), (209, 16)] - 00","[(92, 29), (67, 170), (51, 202), (17, 188)] - 1101",I
,0001101,"(66, 240) - 0","[(219, 176), (209, 16), (92, 29)] - 001","[(67, 170), (51, 202), (17, 188)] - 101",I
,0001101,"(219, 176) - 0","[(66, 240)] - 0","[(209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 01101",I
,0001101,"(219, 176) - 0","[(209, 16)] - 0","[(66, 240), (92, 29), (67, 170), (51, 202), (17, 188)] - 01101",I
,0001101,"(219, 176) - 0","[(66, 240), (51, 202)] - 00","[(209, 16), (92, 29), (67, 170), (17, 188)] - 0111",I
,0001101,"(219, 176) - 0","[(66, 240), (51, 202), (17, 188)] - 001","[(209, 16), (92, 29), (67, 170)] - 011",I
,0001101,"(209, 16) - 0","[(66, 240), (219, 176), (67, 170), (51, 202), (17, 188)] - 00101","[(92, 29)] - 1",I
,0001101,"(209, 16) - 0","[(66, 240), (219, 176)] - 00","[(92, 29), (67, 170), (51, 202), (17, 188)] - 1101",I
,0001101,"(209, 16) - 0","[(66, 240), (219, 176), (67, 170), (51, 202)] - 0010","[(92, 29), (17, 188)] - 11",I
,0001101,"(209, 16) - 0","[(66, 240), (219, 176), (51, 202)] - 000","[(92, 29), (67, 170), (17, 188)] - 111",I
,0001101,"(92, 29) - 1","[(66, 240), (219, 176), (209, 16), (67, 170), (51, 202), (17, 188)] - 000101",[] - ,I
,0001101,"(92, 29) - 1","[(66, 240), (219, 176), (209, 16), (67, 170), (51, 202)] - 00010","[(17, 188)] - 1",I
,0001101,"(92, 29) - 1","[(66, 240), (219, 176), (209, 16), (67, 170)] - 0001","[(51, 202), (17, 188)] - 01",I
,0001101,"(92, 29) - 1","[(66, 240), (219, 176), (209, 16)] - 000","[(67, 170), (51, 202), (17, 188)] - 101",I
,0001101,"(67, 170) - 1","[(66, 240), (219, 176), (209, 16), (92, 29)] - 0001","[(51, 202), (17, 188)] - 01",I
,0001101,"(51, 202) - 0","[(17, 188)] - 1","[(66, 240), (219, 176), (209, 16), (92, 29), (67, 170)] - 00011",I
,0001101,"(17, 188) - 1",[] - ,"[(66, 240), (219, 176), (209, 16), (92, 29), (67, 170), (51, 202)] - 000110",I
,0001110,"(66, 240) - 0",[] - ,"[(219, 176), (209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 001110",B
,0001110,"(66, 240) - 0","[(51, 202), (17, 188)] - 10","[(219, 176), (209, 16), (92, 29), (67, 170)] - 0011",B
,0001110,"(219, 176) - 0",[] - ,"[(66, 240), (209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 001110",B
,0001110,"(219, 176) - 0","[(66, 240), (51, 202)] - 01","[(209, 16), (92, 29), (67, 170), (17, 188)] - 0110",B
,0001110,"(219, 176) - 0","[(209, 16), (92, 29)] - 01","[(66, 240), (67, 170), (51, 202), (17, 188)] - 0110",B
,0001110,"(209, 16) - 0",[] - ,"[(66, 240), (219, 176), (92, 29), (67, 170), (51, 202), (17, 188)] - 001110",B
,0001110,"(209, 16) - 0","[(66, 240), (219, 176), (67, 170), (51, 202)] - 0011","[(92, 29), (17, 188)] - 10",B
,0001110,"(92, 29) - 1","[(66, 240), (219, 176), (209, 16), (67, 170), (51, 202)] - 00011","[(17, 188)] - 0",B
,0001110,"(51, 202) - 1","[(17, 188)] - 0","[(66, 240), (219, 176), (209, 16), (92, 29), (67, 170)] - 00011",B
,0001110,"(17, 188) - 0",[] - ,"[(66, 240), (219, 176), (209, 16), (92, 29), (67, 170), (51, 202)] - 000111",B
,0001110,"(66, 240) - 0","[(219, 176)] - 0","[(209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 01110",I
,0001110,"(66, 240) - 0","[(17, 188)] - 0","[(219, 176), (209, 16), (92, 29), (67, 170), (51, 202)] - 00111",I
,0001110,"(66, 240) - 0","[(219, 176), (209, 16)] - 00","[(92, 29), (67, 170), (51, 202), (17, 188)] - 1110",I
,0001110,"(66, 240) - 0","[(219, 176), (209, 16), (92, 29)] - 001","[(67, 170), (51, 202), (17, 188)] - 110",I
,0001110,"(219, 176) - 0","[(66, 240)] - 0","[(209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 01110",I
,0001110,"(219, 176) - 0","[(209, 16)] - 0","[(66, 240), (92, 29), (67, 170), (51, 202), (17, 188)] - 01110",I
,0001110,"(219, 176) - 0","[(66, 240), (51, 202), (17, 188)] - 010","[(209, 16), (92, 29), (67, 170)] - 011",I
,0001110,"(209, 16) - 0","[(66, 240), (219, 176), (67, 170), (51, 202), (17, 188)] - 00110","[(92, 29)] - 1",I
,0001110,"(209, 16) - 0","[(66, 240), (219, 176)] - 00","[(92, 29), (67, 170), (51, 202), (17, 188)] - 1110",I
,0001110,"(209, 16) - 0","[(66, 240), (219, 176), (51, 202)] - 001","[(92, 29), (67, 170), (17, 188)] - 110",I
,0001110,"(92, 29) - 1","[(66, 240), (219, 176), (209, 16), (67, 170), (51, 202), (17, 188)] - 000110",[] - ,I
,0001110,"(92, 29) - 1","[(66, 240), (219, 176), (209, 16), (67, 170)] - 0001","[(51, 202), (17, 188)] - 10",I
,0001110,"(92, 29) - 1","[(66, 240), (219, 176), (209, 16)] - 000","[(67, 170), (51, 202), (17, 188)] - 110",I
,0001110,"(67, 170) - 1","[(66, 240), (219, 176), (209, 16), (92, 29)] - 0001","[(51, 202), (17, 188)] - 10",I
,0010011,"(66, 240) - 0",[] - ,"[(219, 176), (209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 010011",B
,0010011,"(66, 240) - 0","[(219, 176), (209, 16)] - 01","[(92, 29), (67, 170), (51, 202), (17, 188)] - 0011",B
,0010011,"(219, 176) - 0",[] - ,"[(66, 240), (209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 010011",B
,0010011,"(219, 176) - 0","[(66, 240), (51, 202)] - 01","[(209, 16), (92, 29), (67, 170), (17, 188)] - 1001",B
,0010011,"(219, 176) - 0","[(209, 16), (92, 29)] - 10","[(66, 240), (67, 170), (51, 202), (17, 188)] - 0011",B
,0010011,"(209, 16) - 1","[(66, 240), (219, 176), (67, 170), (51, 202), (17, 188)] - 00011","[(92, 29)] - 0",B
,0010011,"(209, 16) - 1","[(66, 240), (219, 176), (51, 202)] - 001","[(92, 29), (67, 170), (17, 188)] - 001",B
,0010011,"(66, 240) - 0","[(219, 176)] - 0","[(209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 10011",I
,0010011,"(66, 240) - 0","[(17, 188)] - 1","[(219, 176), (209, 16), (92, 29), (67, 170), (51, 202)] - 01001",I
,0010011,"(66, 240) - 0","[(51, 202), (17, 188)] - 11","[(219, 176), (209, 16), (92, 29), (67, 170)] - 0100",I
,0010011,"(66, 240) - 0","[(219, 176), (209, 16), (92, 29)] - 010","[(67, 170), (51, 202), (17, 188)] - 011",I
,0010011,"(219, 176) - 0","[(66, 240)] - 0","[(209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 10011",I
,0010011,"(219, 176) - 0","[(209, 16)] - 1","[(66, 240), (92, 29), (67, 170), (51, 202), (17, 188)] - 00011",I
,0010011,"(219, 176) - 0","[(66, 240), (51, 202), (17, 188)] - 011","[(209, 16), (92, 29), (67, 170)] - 100",I
,0010011,"(209, 16) - 1",[] - ,"[(66, 240), (219, 176), (92, 29), (67, 170), (51, 202), (17, 188)] - 000011",I
,0010011,"(209, 16) - 1","[(66, 240), (219, 176)] - 00","[(92, 29), (67, 170), (51, 202), (17, 188)] - 0011",I
,0010011,"(209, 16) - 1","[(66, 240), (219, 176), (67, 170), (51, 202)] - 0001","[(92, 29), (17, 188)] - 01",I
,0010011,"(92, 29) - 0","[(66, 240), (219, 176), (209, 16), (67, 170), (51, 202), (17, 188)] - 001011",[] - ,I
,0010011,"(92, 29) - 0","[(66, 240), (219, 176), (209, 16), (67, 170), (51, 202)] - 00101","[(17, 188)] - 1",I
,0010011,"(92, 29) - 0","[(66, 240), (219, 176), (209, 16), (67, 170)] - 0010","[(51, 202), (17, 188)] - 11",I
,0010011,"(92, 29) - 0","[(66, 240), (219, 176), (209, 16)] - 001","[(67, 170), (51, 202), (17, 188)] - 011",I
,0010011,"(67, 170) - 0","[(66, 240), (219, 176), (209, 16), (92, 29)] - 0010","[(51, 202), (17, 188)] - 11",I
,0010011,"(51, 202) - 1","[(17, 188)] - 1","[(66, 240), (219, 176), (209, 16), (92, 29), (67, 170)] - 00100",I
,0010011,"(17, 188) - 1",[] - ,"[(66, 240), (219, 176), (209, 16), (92, 29), (67, 170), (51, 202)] - 001001",I
,0010101,"(66, 240) - 0",[] - ,"[(219, 176), (209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 010101",B
,0010101,"(66, 240) - 0","[(219, 176), (209, 16)] - 01","[(92, 29), (67, 170), (51, 202), (17, 188)] - 0101",B
,0010101,"(66, 240) - 0","[(51, 202), (17, 188)] - 01","[(219, 176), (209, 16), (92, 29), (67, 170)] - 0101",B
,0010101,"(219, 176) - 0",[] - ,"[(66, 240), (209, 16), (92, 29), (67, 170), (51, 202), (17, 188)] - 010101",B
,0010101,"(219, 176) - 0","[(209, 16), (92, 29)] - 10","[(66, 240), (67, 170), (51, 202), (17, 188)] - 0101",B
,0010101,"(209, 16) - 1","[(66, 240), (219, 176), (67, 170), (51, 202), (17, 188)] - 00101","[(92, 29)] - 0",B
,0010101,"(92, 29) - 0","[(66, 240), (219, 176), (209, 16), (67, 170)] - 0011","[(51, 202), (17, 188)] - 01",B
