0,1,2,3,4,5
,0000111,"(255, 186) - 0",[] - ,"[(212, 25), (8, 127), (87, 159), (168, 178), (173, 210), (134, 231)] - 000111",B
,0000111,"(212, 25) - 0",[] - ,"[(255, 186), (8, 127), (87, 159), (168, 178), (173, 210), (134, 231)] - 000111",B
,0000111,"(212, 25) - 0","[(255, 186), (173, 210)] - 01","[(8, 127), (87, 159), (168, 178), (134, 231)] - 0011",B
,0000111,"(8, 127) - 0",[] - ,"[(255, 186), (212, 25), (87, 159), (168, 178), (173, 210), (134, 231)] - 000111",B
,0000111,"(255, 186) - 0","[(212, 25)] - 0","[(8, 127), (87, 159), (168, 178), (173, 210), (134, 231)] - 00111",I
,0000111,"(255, 186) - 0","[(134, 231)] - 1","[(212, 25), (8, 127), (87, 159), (168, 178), (173, 210)] - 00011",I
,0000111,"(255, 186) - 0","[(87, 159), (168, 178), (173, 210), (134, 231)] - 0111","[(212, 25), (8, 127)] - 00",I
,0000111,"(255, 186) - 0","[(173, 210), (134, 231)] - 11","[(212, 25), (8, 127), (87, 159), (168, 178)] - 0001",I
,0000111,"(255, 186) - 0","[(168, 178), (173, 210), (134, 231)] - 111","[(212, 25), (8, 127), (87, 159)] - 000",I
,0000111,"(212, 25) - 0","[(255, 186)] - 0","[(8, 127), (87, 159), (168, 178), (173, 210), (134, 231)] - 00111",I
,0000111,"(212, 25) - 0","[(255, 186), (87, 159), (168, 178), (173, 210), (134, 231)] - 00111","[(8, 127)] - 0",I
,0000111,"(212, 25) - 0","[(255, 186), (168, 178), (173, 210), (134, 231)] - 0111","[(8, 127), (87, 159)] - 00",I
,0000111,"(212, 25) - 0","[(255, 186), (168, 178), (173, 210)] - 011","[(8, 127), (87, 159), (134, 231)] - 001",I
,0000111,"(8, 127) - 0","[(134, 231)] - 1","[(255, 186), (212, 25), (87, 159), (168, 178), (173, 210)] - 00011",I
,0000111,"(8, 127) - 0","[(87, 159), (168, 178), (173, 210), (134, 231)] - 0111","[(255, 186), (212, 25)] - 00",I
,0000111,"(8, 127) - 0","[(173, 210), (134, 231)] - 11","[(255, 186), (212, 25), (87, 159), (168, 178)] - 0001",I
,0000111,"(8, 127) - 0","[(87, 159), (173, 210), (134, 231)] - 011","[(255, 186), (212, 25), (168, 178)] - 001",I
,0000111,"(87, 159) - 0","[(173, 210), (134, 231)] - 11","[(255, 186), (212, 25), (8, 127), (168, 178)] - 0001",I
,0000111,"(87, 159) - 0","[(168, 178), (173, 210), (134, 231)] - 111","[(255, 186), (212, 25), (8, 127)] - 000",I
,0000111,"(168, 178) - 1","[(173, 210), (134, 231)] - 11","[(255, 186), (212, 25), (8, 127), (87, 159)] - 0000",I
,0000111,"(173, 210) - 1","[(134, 231)] - 1","[(255, 186), (212, 25), (8, 127), (87, 159), (168, 178)] - 00001",I
,0000111,"(134, 231) - 1",[] - ,"[(255, 186), (212, 25), (8, 127), (87, 159), (168, 178), (173, 210)] - 000011",I
,0001011,"(255, 186) - 0",[] - ,"[(212, 25), (8, 127), (87, 159), (168, 178), (173, 210), (134, 231)] - 001011",B
,0001011,"(212, 25) - 0",[] - ,"[(255, 186), (8, 127), (87, 159), (168, 178), (173, 210), (134, 231)] - 001011",B
,0001011,"(212, 25) - 0","[(255, 186), (173, 210)] - 01","[(8, 127), (87, 159), (168, 178), (134, 231)] - 0101",B
,0001011,"(212, 25) - 0","[(255, 186), (168, 178), (173, 210), (134, 231)] - 0011","[(8, 127), (87, 159)] - 01",B
,0001011,"(8, 127) - 0",[] - ,"[(255, 186), (212, 25), (87, 159), (168, 178), (173, 210), (134, 231)] - 001011",B
,0001011,"(255, 186) - 0","[(212, 25)] - 0","[(8, 127), (87, 159), (168, 178), (173, 210), (134, 231)] - 01011",I
,0001011,"(255, 186) - 0","[(134, 231)] - 1","[(212, 25), (8, 127), (87, 159), (168, 178), (173, 210)] - 00101",I
,0001011,"(255, 186) - 0","[(87, 159), (168, 178), (173, 210), (134, 231)] - 1011","[(212, 25), (8, 127)] - 00",I
,0001011,"(255, 186) - 0","[(173, 210), (134, 231)] - 11","[(212, 25), (8, 127), (87, 159), (168, 178)] - 0010",I
,0001011,"(255, 186) - 0","[(168, 178), (173, 210), (134, 231)] - 011","[(212, 25), (8, 127), (87, 159)] - 001",I
,0001011,"(212, 25) - 0","[(255, 186)] - 0","[(8, 127), (87, 159), (168, 178), (173, 210), (134, 231)] - 01011",I
,0001011,"(212, 25) - 0","[(255, 186), (87, 159), (168, 178), (173, 210), (134, 231)] - 01011","[(8, 127)] - 0",I
,0001011,"(212, 25) - 0","[(255, 186), (168, 178), (173, 210)] - 001","[(8, 127), (87, 159), (134, 231)] - 011",I
,0001011,"(8, 127) - 0","[(134, 231)] - 1","[(255, 186), (212, 25), (87, 159), (168, 178), (173, 210)] - 00101",I
,0001011,"(8, 127) - 0","[(87, 159), (168, 178), (173, 210), (134, 231)] - 1011","[(255, 186), (212, 25)] - 00",I
,0001011,"(8, 127) - 0","[(173, 210), (134, 231)] - 11","[(255, 186), (212, 25), (87, 159), (168, 178)] - 0010",I
,0001011,"(8, 127) - 0","[(87, 159), (173, 210), (134, 231)] - 111","[(255, 186), (212, 25), (168, 178)] - 000",I
,0001011,"(87, 159) - 1","[(173, 210), (134, 231)] - 11","[(255, 186), (212, 25), (8, 127), (168, 178)] - 0000",I
,0001011,"(87, 159) - 1","[(168, 178), (173, 210), (134, 231)] - 011","[(255, 186), (212, 25), (8, 127)] - 000",I
,0001011,"(168, 178) - 0","[(173, 210), (134, 231)] - 11","[(255, 186), (212, 25), (8, 127), (87, 159)] - 0001",I
,0001011,"(173, 210) - 1","[(134, 231)] - 1","[(255, 186), (212, 25), (8, 127), (87, 159), (168, 178)] - 00010",I
