0,1,2,3,4,5
,0000111,"(30, 165) - 0",[] - ,"[(49, 181), (226, 218), (212, 198), (165, 182), (144, 153), (184, 38)] - 000111",B
,0000111,"(49, 181) - 0",[] - ,"[(30, 165), (226, 218), (212, 198), (165, 182), (144, 153), (184, 38)] - 000111",B
,0000111,"(49, 181) - 0","[(226, 218), (212, 198), (165, 182), (144, 153)] - 0011","[(30, 165), (184, 38)] - 01",B
,0000111,"(226, 218) - 0",[] - ,"[(30, 165), (49, 181), (212, 198), (165, 182), (144, 153), (184, 38)] - 000111",B
,0000111,"(226, 218) - 0","[(212, 198), (184, 38)] - 01","[(30, 165), (49, 181), (165, 182), (144, 153)] - 0011",B
,0000111,"(30, 165) - 0","[(49, 181)] - 0","[(226, 218), (212, 198), (165, 182), (144, 153), (184, 38)] - 00111",I
,0000111,"(30, 165) - 0","[(49, 181), (226, 218), (212, 198), (165, 182), (144, 153)] - 00011","[(184, 38)] - 1",I
,0000111,"(30, 165) - 0","[(49, 181), (226, 218)] - 00","[(212, 198), (165, 182), (144, 153), (184, 38)] - 0111",I
,0000111,"(30, 165) - 0","[(49, 181), (226, 218), (212, 198), (165, 182)] - 0001","[(144, 153), (184, 38)] - 11",I
,0000111,"(30, 165) - 0","[(49, 181), (226, 218), (212, 198)] - 000","[(165, 182), (144, 153), (184, 38)] - 111",I
,0000111,"(49, 181) - 0","[(30, 165)] - 0","[(226, 218), (212, 198), (165, 182), (144, 153), (184, 38)] - 00111",I
,0000111,"(49, 181) - 0","[(226, 218)] - 0","[(30, 165), (212, 198), (165, 182), (144, 153), (184, 38)] - 00111",I
,0000111,"(49, 181) - 0","[(226, 218), (212, 198)] - 00","[(30, 165), (165, 182), (144, 153), (184, 38)] - 0111",I
,0000111,"(49, 181) - 0","[(226, 218), (212, 198), (165, 182)] - 001","[(30, 165), (144, 153), (184, 38)] - 011",I
,0000111,"(226, 218) - 0","[(184, 38)] - 1","[(30, 165), (49, 181), (212, 198), (165, 182), (144, 153)] - 00011",I
,0000111,"(226, 218) - 0","[(30, 165), (49, 181)] - 00","[(212, 198), (165, 182), (144, 153), (184, 38)] - 0111",I
,0000111,"(226, 218) - 0","[(30, 165), (49, 181), (165, 182)] - 001","[(212, 198), (144, 153), (184, 38)] - 011",I
,0000111,"(212, 198) - 0","[(184, 38)] - 1","[(30, 165), (49, 181), (226, 218), (165, 182), (144, 153)] - 00011",I
,0000111,"(212, 198) - 0","[(30, 165), (49, 181), (226, 218), (165, 182)] - 0001","[(144, 153), (184, 38)] - 11",I
,0000111,"(212, 198) - 0","[(30, 165), (49, 181), (226, 218)] - 000","[(165, 182), (144, 153), (184, 38)] - 111",I
,0000111,"(165, 182) - 1","[(30, 165), (49, 181), (226, 218), (212, 198)] - 0000","[(144, 153), (184, 38)] - 11",I
,0000111,"(144, 153) - 1","[(30, 165), (49, 181), (226, 218), (212, 198), (165, 182)] - 00001","[(184, 38)] - 1",I
,0000111,"(184, 38) - 1",[] - ,"[(30, 165), (49, 181), (226, 218), (212, 198), (165, 182), (144, 153)] - 000011",I
,0001011,"(30, 165) - 0",[] - ,"[(49, 181), (226, 218), (212, 198), (165, 182), (144, 153), (184, 38)] - 001011",B
,0001011,"(49, 181) - 0",[] - ,"[(30, 165), (226, 218), (212, 198), (165, 182), (144, 153), (184, 38)] - 001011",B
,0001011,"(49, 181) - 0","[(226, 218), (212, 198), (165, 182), (144, 153)] - 0101","[(30, 165), (184, 38)] - 01",B
,0001011,"(49, 181) - 0","[(226, 218), (212, 198)] - 01","[(30, 165), (165, 182), (144, 153), (184, 38)] - 0011",B
,0001011,"(226, 218) - 0",[] - ,"[(30, 165), (49, 181), (212, 198), (165, 182), (144, 153), (184, 38)] - 001011",B
,0001011,"(30, 165) - 0","[(49, 181)] - 0","[(226, 218), (212, 198), (165, 182), (144, 153), (184, 38)] - 01011",I
