0,1,2,3,4,5
,0000111,"(71, 169) - 0",[] - ,"[(107, 221), (250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 000111",B
,0000111,"(107, 221) - 0",[] - ,"[(71, 169), (250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 000111",B
,0000111,"(107, 221) - 0","[(250, 145), (146, 103), (143, 35), (96, 97)] - 0011","[(71, 169), (51, 44)] - 01",B
,0000111,"(250, 145) - 0",[] - ,"[(71, 169), (107, 221), (146, 103), (143, 35), (96, 97), (51, 44)] - 000111",B
,0000111,"(71, 169) - 0","[(107, 221)] - 0","[(250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 00111",I
,0000111,"(71, 169) - 0","[(107, 221), (250, 145), (146, 103), (143, 35), (96, 97)] - 00011","[(51, 44)] - 1",I
,0000111,"(71, 169) - 0","[(107, 221), (250, 145)] - 00","[(146, 103), (143, 35), (96, 97), (51, 44)] - 0111",I
,0000111,"(71, 169) - 0","[(107, 221), (250, 145), (146, 103), (143, 35)] - 0001","[(96, 97), (51, 44)] - 11",I
,0000111,"(71, 169) - 0","[(107, 221), (250, 145), (146, 103)] - 000","[(143, 35), (96, 97), (51, 44)] - 111",I
,0000111,"(107, 221) - 0","[(71, 169)] - 0","[(250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 00111",I
,0000111,"(107, 221) - 0","[(250, 145)] - 0","[(71, 169), (146, 103), (143, 35), (96, 97), (51, 44)] - 00111",I
,0000111,"(107, 221) - 0","[(250, 145), (146, 103)] - 00","[(71, 169), (143, 35), (96, 97), (51, 44)] - 0111",I
,0000111,"(107, 221) - 0","[(250, 145), (146, 103), (143, 35)] - 001","[(71, 169), (96, 97), (51, 44)] - 011",I
,0000111,"(250, 145) - 0","[(143, 35)] - 1","[(71, 169), (107, 221), (146, 103), (96, 97), (51, 44)] - 00011",I
,0000111,"(250, 145) - 0","[(71, 169), (107, 221)] - 00","[(146, 103), (143, 35), (96, 97), (51, 44)] - 0111",I
,0000111,"(250, 145) - 0","[(71, 169), (107, 221), (146, 103), (96, 97)] - 0001","[(143, 35), (51, 44)] - 11",I
,0000111,"(250, 145) - 0","[(71, 169), (107, 221), (96, 97)] - 001","[(146, 103), (143, 35), (51, 44)] - 011",I
,0000111,"(146, 103) - 0","[(71, 169), (107, 221), (250, 145), (96, 97)] - 0001","[(143, 35), (51, 44)] - 11",I
,0000111,"(146, 103) - 0","[(71, 169), (107, 221), (250, 145)] - 000","[(143, 35), (96, 97), (51, 44)] - 111",I
,0000111,"(143, 35) - 1",[] - ,"[(71, 169), (107, 221), (250, 145), (146, 103), (96, 97), (51, 44)] - 000011",I
,0000111,"(143, 35) - 1","[(71, 169), (107, 221), (250, 145), (146, 103), (96, 97)] - 00001","[(51, 44)] - 1",I
,0000111,"(143, 35) - 1","[(71, 169), (107, 221), (250, 145), (146, 103)] - 0000","[(96, 97), (51, 44)] - 11",I
,0000111,"(96, 97) - 1","[(71, 169), (107, 221), (250, 145), (146, 103), (143, 35)] - 00001","[(51, 44)] - 1",I
,0000111,"(51, 44) - 1","[(71, 169), (107, 221), (250, 145), (146, 103), (143, 35), (96, 97)] - 000011",[] - ,I
,0001011,"(71, 169) - 0",[] - ,"[(107, 221), (250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 001011",B
,0001011,"(107, 221) - 0",[] - ,"[(71, 169), (250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 001011",B
,0001011,"(107, 221) - 0","[(250, 145), (146, 103), (143, 35), (96, 97)] - 0101","[(71, 169), (51, 44)] - 01",B
,0001011,"(107, 221) - 0","[(250, 145), (146, 103)] - 01","[(71, 169), (143, 35), (96, 97), (51, 44)] - 0011",B
,0001011,"(250, 145) - 0",[] - ,"[(71, 169), (107, 221), (146, 103), (143, 35), (96, 97), (51, 44)] - 001011",B
,0001011,"(250, 145) - 0","[(71, 169), (107, 221), (146, 103), (96, 97)] - 0011","[(143, 35), (51, 44)] - 01",B
,0001011,"(143, 35) - 0",[] - ,"[(71, 169), (107, 221), (250, 145), (146, 103), (96, 97), (51, 44)] - 000111",B
,0001011,"(71, 169) - 0","[(107, 221)] - 0","[(250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 01011",I
,0001011,"(71, 169) - 0","[(107, 221), (250, 145), (146, 103), (143, 35), (96, 97)] - 00101","[(51, 44)] - 1",I
,0001011,"(71, 169) - 0","[(107, 221), (250, 145)] - 00","[(146, 103), (143, 35), (96, 97), (51, 44)] - 1011",I
,0001011,"(71, 169) - 0","[(107, 221), (250, 145), (146, 103), (143, 35)] - 0010","[(96, 97), (51, 44)] - 11",I
,0001011,"(71, 169) - 0","[(107, 221), (250, 145), (146, 103)] - 001","[(143, 35), (96, 97), (51, 44)] - 011",I
,0001011,"(107, 221) - 0","[(71, 169)] - 0","[(250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 01011",I
,0001011,"(107, 221) - 0","[(250, 145)] - 0","[(71, 169), (146, 103), (143, 35), (96, 97), (51, 44)] - 01011",I
,0001011,"(107, 221) - 0","[(250, 145), (146, 103), (143, 35)] - 010","[(71, 169), (96, 97), (51, 44)] - 011",I
,0001011,"(250, 145) - 0","[(143, 35)] - 0","[(71, 169), (107, 221), (146, 103), (96, 97), (51, 44)] - 00111",I
,0001011,"(250, 145) - 0","[(71, 169), (107, 221)] - 00","[(146, 103), (143, 35), (96, 97), (51, 44)] - 1011",I
,0001011,"(250, 145) - 0","[(71, 169), (107, 221), (96, 97)] - 001","[(146, 103), (143, 35), (51, 44)] - 101",I
,0001011,"(146, 103) - 1","[(71, 169), (107, 221), (250, 145), (96, 97)] - 0001","[(143, 35), (51, 44)] - 01",I
,0001011,"(146, 103) - 1","[(71, 169), (107, 221), (250, 145)] - 000","[(143, 35), (96, 97), (51, 44)] - 011",I
,0001011,"(143, 35) - 0","[(71, 169), (107, 221), (250, 145), (146, 103), (96, 97)] - 00011","[(51, 44)] - 1",I
,0001011,"(143, 35) - 0","[(71, 169), (107, 221), (250, 145), (146, 103)] - 0001","[(96, 97), (51, 44)] - 11",I
,0001011,"(96, 97) - 1","[(71, 169), (107, 221), (250, 145), (146, 103), (143, 35)] - 00010","[(51, 44)] - 1",I
,0001011,"(51, 44) - 1","[(71, 169), (107, 221), (250, 145), (146, 103), (143, 35), (96, 97)] - 000101",[] - ,I
,0001101,"(71, 169) - 0",[] - ,"[(107, 221), (250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 001101",B
,0001101,"(71, 169) - 0","[(107, 221), (250, 145), (146, 103), (143, 35)] - 0011","[(96, 97), (51, 44)] - 01",B
,0001101,"(107, 221) - 0",[] - ,"[(71, 169), (250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 001101",B
,0001101,"(107, 221) - 0","[(250, 145), (146, 103), (143, 35), (96, 97)] - 0110","[(71, 169), (51, 44)] - 01",B
,0001101,"(107, 221) - 0","[(250, 145), (146, 103)] - 01","[(71, 169), (143, 35), (96, 97), (51, 44)] - 0101",B
,0001101,"(250, 145) - 0",[] - ,"[(71, 169), (107, 221), (146, 103), (143, 35), (96, 97), (51, 44)] - 001101",B
,0001101,"(71, 169) - 0","[(107, 221)] - 0","[(250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 01101",I
,0001101,"(71, 169) - 0","[(107, 221), (250, 145), (146, 103), (143, 35), (96, 97)] - 00110","[(51, 44)] - 1",I
,0001101,"(71, 169) - 0","[(107, 221), (250, 145)] - 00","[(146, 103), (143, 35), (96, 97), (51, 44)] - 1101",I
,0001101,"(71, 169) - 0","[(107, 221), (250, 145), (146, 103)] - 001","[(143, 35), (96, 97), (51, 44)] - 101",I
,0001101,"(107, 221) - 0","[(71, 169)] - 0","[(250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 01101",I
,0001101,"(107, 221) - 0","[(250, 145)] - 0","[(71, 169), (146, 103), (143, 35), (96, 97), (51, 44)] - 01101",I
,0001101,"(107, 221) - 0","[(250, 145), (146, 103), (143, 35)] - 011","[(71, 169), (96, 97), (51, 44)] - 001",I
,0001101,"(250, 145) - 0","[(143, 35)] - 1","[(71, 169), (107, 221), (146, 103), (96, 97), (51, 44)] - 00101",I
,0001101,"(250, 145) - 0","[(71, 169), (107, 221)] - 00","[(146, 103), (143, 35), (96, 97), (51, 44)] - 1101",I
,0001101,"(250, 145) - 0","[(71, 169), (107, 221), (146, 103), (96, 97)] - 0010","[(143, 35), (51, 44)] - 11",I
,0001101,"(250, 145) - 0","[(71, 169), (107, 221), (96, 97)] - 000","[(146, 103), (143, 35), (51, 44)] - 111",I
,0001101,"(146, 103) - 1","[(71, 169), (107, 221), (250, 145), (96, 97)] - 0000","[(143, 35), (51, 44)] - 11",I
,0001101,"(146, 103) - 1","[(71, 169), (107, 221), (250, 145)] - 000","[(143, 35), (96, 97), (51, 44)] - 101",I
,0001101,"(143, 35) - 1",[] - ,"[(71, 169), (107, 221), (250, 145), (146, 103), (96, 97), (51, 44)] - 000101",I
,0001101,"(143, 35) - 1","[(71, 169), (107, 221), (250, 145), (146, 103), (96, 97)] - 00010","[(51, 44)] - 1",I
,0001101,"(143, 35) - 1","[(71, 169), (107, 221), (250, 145), (146, 103)] - 0001","[(96, 97), (51, 44)] - 01",I
,0001101,"(96, 97) - 0","[(71, 169), (107, 221), (250, 145), (146, 103), (143, 35)] - 00011","[(51, 44)] - 1",I
,0001101,"(51, 44) - 1","[(71, 169), (107, 221), (250, 145), (146, 103), (143, 35), (96, 97)] - 000110",[] - ,I
,0001110,"(71, 169) - 0",[] - ,"[(107, 221), (250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 001110",B
,0001110,"(71, 169) - 0","[(107, 221), (250, 145), (146, 103), (143, 35)] - 0011","[(96, 97), (51, 44)] - 10",B
,0001110,"(107, 221) - 0",[] - ,"[(71, 169), (250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 001110",B
,0001110,"(107, 221) - 0","[(250, 145), (146, 103)] - 01","[(71, 169), (143, 35), (96, 97), (51, 44)] - 0110",B
,0001110,"(250, 145) - 0",[] - ,"[(71, 169), (107, 221), (146, 103), (143, 35), (96, 97), (51, 44)] - 001110",B
,0001110,"(250, 145) - 0","[(71, 169), (107, 221), (146, 103), (96, 97)] - 0011","[(143, 35), (51, 44)] - 10",B
,0001110,"(143, 35) - 1","[(71, 169), (107, 221), (250, 145), (146, 103), (96, 97)] - 00011","[(51, 44)] - 0",B
,0001110,"(96, 97) - 1","[(71, 169), (107, 221), (250, 145), (146, 103), (143, 35)] - 00011","[(51, 44)] - 0",B
,0001110,"(71, 169) - 0","[(107, 221)] - 0","[(250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 01110",I
,0001110,"(71, 169) - 0","[(107, 221), (250, 145), (146, 103), (143, 35), (96, 97)] - 00111","[(51, 44)] - 0",I
,0001110,"(71, 169) - 0","[(107, 221), (250, 145)] - 00","[(146, 103), (143, 35), (96, 97), (51, 44)] - 1110",I
,0001110,"(71, 169) - 0","[(107, 221), (250, 145), (146, 103)] - 001","[(143, 35), (96, 97), (51, 44)] - 110",I
,0001110,"(107, 221) - 0","[(71, 169)] - 0","[(250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 01110",I
,0001110,"(107, 221) - 0","[(250, 145)] - 0","[(71, 169), (146, 103), (143, 35), (96, 97), (51, 44)] - 01110",I
,0001110,"(107, 221) - 0","[(250, 145), (146, 103), (143, 35), (96, 97)] - 0111","[(71, 169), (51, 44)] - 00",I
,0001110,"(107, 221) - 0","[(250, 145), (146, 103), (143, 35)] - 011","[(71, 169), (96, 97), (51, 44)] - 010",I
,0001110,"(250, 145) - 0","[(143, 35)] - 1","[(71, 169), (107, 221), (146, 103), (96, 97), (51, 44)] - 00110",I
,0001110,"(250, 145) - 0","[(71, 169), (107, 221)] - 00","[(146, 103), (143, 35), (96, 97), (51, 44)] - 1110",I
,0001110,"(250, 145) - 0","[(71, 169), (107, 221), (96, 97)] - 001","[(146, 103), (143, 35), (51, 44)] - 110",I
,0001110,"(146, 103) - 1","[(71, 169), (107, 221), (250, 145), (96, 97)] - 0001","[(143, 35), (51, 44)] - 10",I
,0001110,"(146, 103) - 1","[(71, 169), (107, 221), (250, 145)] - 000","[(143, 35), (96, 97), (51, 44)] - 110",I
,0001110,"(143, 35) - 1",[] - ,"[(71, 169), (107, 221), (250, 145), (146, 103), (96, 97), (51, 44)] - 000110",I
,0001110,"(143, 35) - 1","[(71, 169), (107, 221), (250, 145), (146, 103)] - 0001","[(96, 97), (51, 44)] - 10",I
,0001110,"(51, 44) - 0","[(71, 169), (107, 221), (250, 145), (146, 103), (143, 35), (96, 97)] - 000111",[] - ,I
,0010011,"(71, 169) - 0",[] - ,"[(107, 221), (250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 010011",B
,0010011,"(71, 169) - 0","[(107, 221), (250, 145)] - 01","[(146, 103), (143, 35), (96, 97), (51, 44)] - 0011",B
,0010011,"(107, 221) - 0",[] - ,"[(71, 169), (250, 145), (146, 103), (143, 35), (96, 97), (51, 44)] - 010011",B
,0010011,"(107, 221) - 0","[(250, 145), (146, 103), (143, 35), (96, 97)] - 1001","[(71, 169), (51, 44)] - 01",B
,0010011,"(107, 221) - 0","[(250, 145), (146, 103)] - 10","[(71, 169), (143, 35), (96, 97), (51, 44)] - 0011",B
,0010011,"(250, 145) - 1","[(143, 35)] - 0","[(71, 169), (107, 221), (146, 103), (96, 97), (51, 44)] - 00011",B
,0010011,"(250, 145) - 1","[(71, 169), (107, 221), (96, 97)] - 001","[(146, 103), (143, 35), (51, 44)] - 001",B
,0010011,"(146, 103) - 0","[(71, 169), (107, 221), (250, 145), (96, 97)] - 0011","[(143, 35), (51, 44)] - 01",B
,0010011,"(143, 35) - 0",[] - ,"[(71, 169), (107, 221), (250, 145), (146, 103), (96, 97), (51, 44)] - 001011",B
