0,1,2,3,4,5
,0000111,"(214, 201) - 0",[] - ,"[(228, 183), (153, 54), (40, 87), (126, 157), (24, 153), (139, 197)] - 000111",B
,0000111,"(228, 183) - 0",[] - ,"[(214, 201), (153, 54), (40, 87), (126, 157), (24, 153), (139, 197)] - 000111",B
,0000111,"(228, 183) - 0","[(214, 201), (139, 197)] - 01","[(153, 54), (40, 87), (126, 157), (24, 153)] - 0011",B
,0000111,"(153, 54) - 0",[] - ,"[(214, 201), (228, 183), (40, 87), (126, 157), (24, 153), (139, 197)] - 000111",B
,0000111,"(153, 54) - 0","[(214, 201), (228, 183), (126, 157), (139, 197)] - 0011","[(40, 87), (24, 153)] - 01",B
,0000111,"(214, 201) - 0","[(228, 183)] - 0","[(153, 54), (40, 87), (126, 157), (24, 153), (139, 197)] - 00111",I
,0000111,"(214, 201) - 0","[(139, 197)] - 1","[(228, 183), (153, 54), (40, 87), (126, 157), (24, 153)] - 00011",I
,0000111,"(214, 201) - 0","[(228, 183), (153, 54)] - 00","[(40, 87), (126, 157), (24, 153), (139, 197)] - 0111",I
,0000111,"(214, 201) - 0","[(24, 153), (139, 197)] - 11","[(228, 183), (153, 54), (40, 87), (126, 157)] - 0001",I
,0000111,"(214, 201) - 0","[(126, 157), (24, 153), (139, 197)] - 111","[(228, 183), (153, 54), (40, 87)] - 000",I
,0000111,"(228, 183) - 0","[(214, 201)] - 0","[(153, 54), (40, 87), (126, 157), (24, 153), (139, 197)] - 00111",I
,0000111,"(228, 183) - 0","[(153, 54)] - 0","[(214, 201), (40, 87), (126, 157), (24, 153), (139, 197)] - 00111",I
,0000111,"(228, 183) - 0","[(214, 201), (126, 157), (24, 153), (139, 197)] - 0111","[(153, 54), (40, 87)] - 00",I
,0000111,"(228, 183) - 0","[(214, 201), (24, 153), (139, 197)] - 011","[(153, 54), (40, 87), (126, 157)] - 001",I
,0000111,"(153, 54) - 0","[(214, 201), (228, 183), (126, 157), (24, 153), (139, 197)] - 00111","[(40, 87)] - 0",I
,0000111,"(153, 54) - 0","[(214, 201), (228, 183)] - 00","[(40, 87), (126, 157), (24, 153), (139, 197)] - 0111",I
,0000111,"(153, 54) - 0","[(214, 201), (228, 183), (139, 197)] - 001","[(40, 87), (126, 157), (24, 153)] - 011",I
