0,1,2,3,4,5
,0000111,"(207, 5) - 0",[] - ,"[(7, 40), (79, 180), (83, 250), (155, 158), (213, 123), (233, 163)] - 000111",B
,0000111,"(7, 40) - 0",[] - ,"[(207, 5), (79, 180), (83, 250), (155, 158), (213, 123), (233, 163)] - 000111",B
,0000111,"(7, 40) - 0","[(79, 180), (83, 250), (155, 158), (233, 163)] - 0011","[(207, 5), (213, 123)] - 01",B
,0000111,"(79, 180) - 0","[(83, 250), (233, 163)] - 01","[(207, 5), (7, 40), (155, 158), (213, 123)] - 0011",B
,0000111,"(83, 250) - 0",[] - ,"[(207, 5), (7, 40), (79, 180), (155, 158), (213, 123), (233, 163)] - 000111",B
,0000111,"(207, 5) - 0","[(79, 180), (83, 250), (155, 158), (213, 123), (233, 163)] - 00111","[(7, 40)] - 0",I
,0000111,"(207, 5) - 0","[(233, 163)] - 1","[(7, 40), (79, 180), (83, 250), (155, 158), (213, 123)] - 00011",I
,0000111,"(207, 5) - 0","[(83, 250), (155, 158), (213, 123), (233, 163)] - 0111","[(7, 40), (79, 180)] - 00",I
,0000111,"(207, 5) - 0","[(213, 123), (233, 163)] - 11","[(7, 40), (79, 180), (83, 250), (155, 158)] - 0001",I
,0000111,"(207, 5) - 0","[(155, 158), (213, 123), (233, 163)] - 111","[(7, 40), (79, 180), (83, 250)] - 000",I
,0000111,"(7, 40) - 0","[(79, 180), (83, 250), (155, 158), (213, 123), (233, 163)] - 00111","[(207, 5)] - 0",I
,0000111,"(7, 40) - 0","[(83, 250)] - 0","[(207, 5), (79, 180), (155, 158), (213, 123), (233, 163)] - 00111",I
,0000111,"(7, 40) - 0","[(79, 180), (83, 250)] - 00","[(207, 5), (155, 158), (213, 123), (233, 163)] - 0111",I
,0000111,"(7, 40) - 0","[(79, 180), (83, 250), (155, 158)] - 001","[(207, 5), (213, 123), (233, 163)] - 011",I
,0000111,"(79, 180) - 0","[(83, 250)] - 0","[(207, 5), (7, 40), (155, 158), (213, 123), (233, 163)] - 00111",I
,0000111,"(79, 180) - 0","[(83, 250), (155, 158), (213, 123), (233, 163)] - 0111","[(207, 5), (7, 40)] - 00",I
,0000111,"(79, 180) - 0","[(83, 250), (155, 158), (233, 163)] - 011","[(207, 5), (7, 40), (213, 123)] - 001",I
,0000111,"(83, 250) - 0","[(233, 163)] - 1","[(207, 5), (7, 40), (79, 180), (155, 158), (213, 123)] - 00011",I
,0000111,"(83, 250) - 0","[(213, 123), (233, 163)] - 11","[(207, 5), (7, 40), (79, 180), (155, 158)] - 0001",I
,0000111,"(83, 250) - 0","[(155, 158), (213, 123), (233, 163)] - 111","[(207, 5), (7, 40), (79, 180)] - 000",I
,0000111,"(155, 158) - 1","[(213, 123), (233, 163)] - 11","[(207, 5), (7, 40), (79, 180), (83, 250)] - 0000",I
,0000111,"(213, 123) - 1","[(233, 163)] - 1","[(207, 5), (7, 40), (79, 180), (83, 250), (155, 158)] - 00001",I
,0000111,"(233, 163) - 1",[] - ,"[(207, 5), (7, 40), (79, 180), (83, 250), (155, 158), (213, 123)] - 000011",I
,0001011,"(207, 5) - 0",[] - ,"[(7, 40), (79, 180), (83, 250), (155, 158), (213, 123), (233, 163)] - 001011",B
