0,1,2,3,4,5
,0000111,"(12, 210) - 0",[] - ,"[(3, 45), (91, 162), (52, 100), (45, 73), (192, 132), (253, 128)] - 000111",B
,0000111,"(12, 210) - 0","[(91, 162), (52, 100), (192, 132), (253, 128)] - 0011","[(3, 45), (45, 73)] - 01",B
,0000111,"(3, 45) - 0","[(12, 210), (91, 162), (52, 100), (45, 73), (192, 132), (253, 128)] - 000111",[] - ,I
,0000111,"(3, 45) - 0","[(12, 210)] - 0","[(91, 162), (52, 100), (45, 73), (192, 132), (253, 128)] - 00111",I
,0000111,"(3, 45) - 0","[(12, 210), (91, 162), (52, 100), (45, 73), (192, 132)] - 00011","[(253, 128)] - 1",I
,0000111,"(3, 45) - 0","[(12, 210), (91, 162)] - 00","[(52, 100), (45, 73), (192, 132), (253, 128)] - 0111",I
,0000111,"(3, 45) - 0","[(12, 210), (91, 162), (52, 100), (45, 73)] - 0001","[(192, 132), (253, 128)] - 11",I
,0000111,"(3, 45) - 0","[(12, 210), (91, 162), (52, 100)] - 000","[(45, 73), (192, 132), (253, 128)] - 111",I
,0000111,"(12, 210) - 0","[(91, 162), (52, 100), (45, 73), (192, 132), (253, 128)] - 00111","[(3, 45)] - 0",I
,0000111,"(12, 210) - 0","[(253, 128)] - 1","[(3, 45), (91, 162), (52, 100), (45, 73), (192, 132)] - 00011",I
,0000111,"(12, 210) - 0","[(192, 132), (253, 128)] - 11","[(3, 45), (91, 162), (52, 100), (45, 73)] - 0001",I
,0000111,"(12, 210) - 0","[(91, 162), (192, 132), (253, 128)] - 011","[(3, 45), (52, 100), (45, 73)] - 001",I
,0000111,"(91, 162) - 0","[(3, 45), (12, 210)] - 00","[(52, 100), (45, 73), (192, 132), (253, 128)] - 0111",I
,0000111,"(91, 162) - 0","[(192, 132), (253, 128)] - 11","[(3, 45), (12, 210), (52, 100), (45, 73)] - 0001",I
,0000111,"(91, 162) - 0","[(3, 45), (12, 210), (52, 100)] - 000","[(45, 73), (192, 132), (253, 128)] - 111",I
,0000111,"(52, 100) - 0","[(3, 45), (12, 210), (91, 162)] - 000","[(45, 73), (192, 132), (253, 128)] - 111",I
,0000111,"(45, 73) - 1","[(192, 132), (253, 128)] - 11","[(3, 45), (12, 210), (91, 162), (52, 100)] - 0000",I
,0000111,"(192, 132) - 1","[(253, 128)] - 1","[(3, 45), (12, 210), (91, 162), (52, 100), (45, 73)] - 00001",I
,0000111,"(253, 128) - 1",[] - ,"[(3, 45), (12, 210), (91, 162), (52, 100), (45, 73), (192, 132)] - 000011",I
,0001011,"(12, 210) - 0",[] - ,"[(3, 45), (91, 162), (52, 100), (45, 73), (192, 132), (253, 128)] - 001011",B
,0001011,"(3, 45) - 0","[(12, 210), (91, 162), (52, 100), (45, 73), (192, 132), (253, 128)] - 001011",[] - ,I
,0001011,"(3, 45) - 0","[(12, 210)] - 0","[(91, 162), (52, 100), (45, 73), (192, 132), (253, 128)] - 01011",I
,0001011,"(3, 45) - 0","[(12, 210), (91, 162), (52, 100), (45, 73), (192, 132)] - 00101","[(253, 128)] - 1",I
,0001011,"(3, 45) - 0","[(12, 210), (91, 162)] - 00","[(52, 100), (45, 73), (192, 132), (253, 128)] - 1011",I
,0001011,"(3, 45) - 0","[(12, 210), (91, 162), (52, 100), (45, 73)] - 0010","[(192, 132), (253, 128)] - 11",I
,0001011,"(3, 45) - 0","[(12, 210), (91, 162), (52, 100)] - 001","[(45, 73), (192, 132), (253, 128)] - 011",I
,0001011,"(12, 210) - 0","[(91, 162), (52, 100), (45, 73), (192, 132), (253, 128)] - 01011","[(3, 45)] - 0",I
,0001011,"(12, 210) - 0","[(253, 128)] - 1","[(3, 45), (91, 162), (52, 100), (45, 73), (192, 132)] - 00101",I
,0001011,"(12, 210) - 0","[(91, 162), (52, 100), (192, 132), (253, 128)] - 0111","[(3, 45), (45, 73)] - 00",I
,0001011,"(12, 210) - 0","[(192, 132), (253, 128)] - 11","[(3, 45), (91, 162), (52, 100), (45, 73)] - 0010",I
,0001011,"(12, 210) - 0","[(91, 162), (192, 132), (253, 128)] - 011","[(3, 45), (52, 100), (45, 73)] - 010",I
,0001011,"(91, 162) - 0","[(3, 45), (12, 210)] - 00","[(52, 100), (45, 73), (192, 132), (253, 128)] - 1011",I
,0001011,"(91, 162) - 0","[(192, 132), (253, 128)] - 11","[(3, 45), (12, 210), (52, 100), (45, 73)] - 0010",I
,0001011,"(91, 162) - 0","[(3, 45), (12, 210), (52, 100)] - 001","[(45, 73), (192, 132), (253, 128)] - 011",I
,0001011,"(52, 100) - 1","[(3, 45), (12, 210), (91, 162)] - 000","[(45, 73), (192, 132), (253, 128)] - 011",I
,0001011,"(45, 73) - 0","[(192, 132), (253, 128)] - 11","[(3, 45), (12, 210), (91, 162), (52, 100)] - 0001",I
