0,1,2,3,4,5
,0000111,"(11, 144) - 0",[] - ,"[(164, 232), (87, 166), (165, 168), (134, 149), (105, 117), (244, 24)] - 000111",B
,0000111,"(164, 232) - 0",[] - ,"[(11, 144), (87, 166), (165, 168), (134, 149), (105, 117), (244, 24)] - 000111",B
,0000111,"(164, 232) - 0","[(165, 168), (244, 24)] - 01","[(11, 144), (87, 166), (134, 149), (105, 117)] - 0011",B
,0000111,"(11, 144) - 0","[(164, 232)] - 0","[(87, 166), (165, 168), (134, 149), (105, 117), (244, 24)] - 00111",I
,0000111,"(11, 144) - 0","[(164, 232), (87, 166), (165, 168), (134, 149), (105, 117)] - 00011","[(244, 24)] - 1",I
,0000111,"(11, 144) - 0","[(164, 232), (87, 166)] - 00","[(165, 168), (134, 149), (105, 117), (244, 24)] - 0111",I
,0000111,"(11, 144) - 0","[(164, 232), (87, 166), (165, 168), (134, 149)] - 0001","[(105, 117), (244, 24)] - 11",I
,0000111,"(11, 144) - 0","[(164, 232), (87, 166), (165, 168)] - 000","[(134, 149), (105, 117), (244, 24)] - 111",I
,0000111,"(164, 232) - 0","[(11, 144)] - 0","[(87, 166), (165, 168), (134, 149), (105, 117), (244, 24)] - 00111",I
,0000111,"(164, 232) - 0","[(244, 24)] - 1","[(11, 144), (87, 166), (165, 168), (134, 149), (105, 117)] - 00011",I
,0000111,"(164, 232) - 0","[(11, 144), (87, 166)] - 00","[(165, 168), (134, 149), (105, 117), (244, 24)] - 0111",I
,0000111,"(164, 232) - 0","[(165, 168), (134, 149), (244, 24)] - 011","[(11, 144), (87, 166), (105, 117)] - 001",I
,0000111,"(87, 166) - 0","[(11, 144), (164, 232)] - 00","[(165, 168), (134, 149), (105, 117), (244, 24)] - 0111",I
,0000111,"(165, 168) - 0","[(244, 24)] - 1","[(11, 144), (164, 232), (87, 166), (134, 149), (105, 117)] - 00011",I
,0000111,"(165, 168) - 0","[(11, 144), (164, 232), (87, 166), (134, 149)] - 0001","[(105, 117), (244, 24)] - 11",I
,0000111,"(165, 168) - 0","[(11, 144), (164, 232), (87, 166)] - 000","[(134, 149), (105, 117), (244, 24)] - 111",I
,0000111,"(134, 149) - 1","[(11, 144), (164, 232), (87, 166), (165, 168)] - 0000","[(105, 117), (244, 24)] - 11",I
,0000111,"(105, 117) - 1","[(11, 144), (164, 232), (87, 166), (165, 168), (134, 149)] - 00001","[(244, 24)] - 1",I
,0000111,"(244, 24) - 1",[] - ,"[(11, 144), (164, 232), (87, 166), (165, 168), (134, 149), (105, 117)] - 000011",I
