0,1,2,3,4,5
,0000111,"(206, 159) - 0",[] - ,"[(214, 127), (176, 49), (42, 144), (47, 175), (129, 178), (149, 206)] - 000111",B
,0000111,"(214, 127) - 0",[] - ,"[(206, 159), (176, 49), (42, 144), (47, 175), (129, 178), (149, 206)] - 000111",B
,0000111,"(214, 127) - 0","[(206, 159), (149, 206)] - 01","[(176, 49), (42, 144), (47, 175), (129, 178)] - 0011",B
,0000111,"(176, 49) - 0",[] - ,"[(206, 159), (214, 127), (42, 144), (47, 175), (129, 178), (149, 206)] - 000111",B
,0000111,"(176, 49) - 0","[(206, 159), (214, 127), (129, 178), (149, 206)] - 0011","[(42, 144), (47, 175)] - 01",B
,0000111,"(206, 159) - 0","[(214, 127)] - 0","[(176, 49), (42, 144), (47, 175), (129, 178), (149, 206)] - 00111",I
,0000111,"(206, 159) - 0","[(149, 206)] - 1","[(214, 127), (176, 49), (42, 144), (47, 175), (129, 178)] - 00011",I
,0000111,"(206, 159) - 0","[(214, 127), (176, 49)] - 00","[(42, 144), (47, 175), (129, 178), (149, 206)] - 0111",I
,0000111,"(206, 159) - 0","[(129, 178), (149, 206)] - 11","[(214, 127), (176, 49), (42, 144), (47, 175)] - 0001",I
,0000111,"(206, 159) - 0","[(47, 175), (129, 178), (149, 206)] - 111","[(214, 127), (176, 49), (42, 144)] - 000",I
,0000111,"(214, 127) - 0","[(206, 159)] - 0","[(176, 49), (42, 144), (47, 175), (129, 178), (149, 206)] - 00111",I
,0000111,"(214, 127) - 0","[(176, 49)] - 0","[(206, 159), (42, 144), (47, 175), (129, 178), (149, 206)] - 00111",I
,0000111,"(214, 127) - 0","[(206, 159), (47, 175), (129, 178), (149, 206)] - 0111","[(176, 49), (42, 144)] - 00",I
,0000111,"(214, 127) - 0","[(206, 159), (129, 178), (149, 206)] - 011","[(176, 49), (42, 144), (47, 175)] - 001",I
,0000111,"(176, 49) - 0","[(206, 159), (214, 127), (47, 175), (129, 178), (149, 206)] - 00111","[(42, 144)] - 0",I
,0000111,"(176, 49) - 0","[(206, 159), (214, 127)] - 00","[(42, 144), (47, 175), (129, 178), (149, 206)] - 0111",I
,0000111,"(176, 49) - 0","[(206, 159), (214, 127), (149, 206)] - 001","[(42, 144), (47, 175), (129, 178)] - 011",I
,0000111,"(42, 144) - 0","[(206, 159), (214, 127), (176, 49), (47, 175), (129, 178), (149, 206)] - 000111",[] - ,I
,0000111,"(42, 144) - 0","[(47, 175)] - 1","[(206, 159), (214, 127), (176, 49), (129, 178), (149, 206)] - 00011",I
,0000111,"(42, 144) - 0","[(47, 175), (149, 206)] - 11","[(206, 159), (214, 127), (176, 49), (129, 178)] - 0001",I
,0000111,"(42, 144) - 0","[(47, 175), (129, 178), (149, 206)] - 111","[(206, 159), (214, 127), (176, 49)] - 000",I
,0000111,"(47, 175) - 1",[] - ,"[(206, 159), (214, 127), (176, 49), (42, 144), (129, 178), (149, 206)] - 000011",I
,0000111,"(47, 175) - 1","[(149, 206)] - 1","[(206, 159), (214, 127), (176, 49), (42, 144), (129, 178)] - 00001",I
,0000111,"(47, 175) - 1","[(129, 178), (149, 206)] - 11","[(206, 159), (214, 127), (176, 49), (42, 144)] - 0000",I
,0000111,"(129, 178) - 1","[(149, 206)] - 1","[(206, 159), (214, 127), (176, 49), (42, 144), (47, 175)] - 00001",I
,0000111,"(149, 206) - 1",[] - ,"[(206, 159), (214, 127), (176, 49), (42, 144), (47, 175), (129, 178)] - 000011",I
,0001011,"(206, 159) - 0",[] - ,"[(214, 127), (176, 49), (42, 144), (47, 175), (129, 178), (149, 206)] - 001011",B
,0001011,"(214, 127) - 0",[] - ,"[(206, 159), (176, 49), (42, 144), (47, 175), (129, 178), (149, 206)] - 001011",B
,0001011,"(214, 127) - 0","[(206, 159), (149, 206)] - 01","[(176, 49), (42, 144), (47, 175), (129, 178)] - 0101",B
,0001011,"(214, 127) - 0","[(206, 159), (47, 175), (129, 178), (149, 206)] - 0011","[(176, 49), (42, 144)] - 01",B
,0001011,"(176, 49) - 0",[] - ,"[(206, 159), (214, 127), (42, 144), (47, 175), (129, 178), (149, 206)] - 001011",B
,0001011,"(176, 49) - 0","[(206, 159), (214, 127), (129, 178), (149, 206)] - 0011","[(42, 144), (47, 175)] - 10",B
,0001011,"(42, 144) - 1","[(47, 175)] - 0","[(206, 159), (214, 127), (176, 49), (129, 178), (149, 206)] - 00011",B
,0001011,"(47, 175) - 0",[] - ,"[(206, 159), (214, 127), (176, 49), (42, 144), (129, 178), (149, 206)] - 000111",B
,0001011,"(206, 159) - 0","[(214, 127)] - 0","[(176, 49), (42, 144), (47, 175), (129, 178), (149, 206)] - 01011",I
,0001011,"(206, 159) - 0","[(149, 206)] - 1","[(214, 127), (176, 49), (42, 144), (47, 175), (129, 178)] - 00101",I
