0,1,2,3,4,5
,0000111,"(241, 12) - 0",[] - ,"[(107, 33), (5, 97), (66, 102), (79, 127), (219, 71), (246, 244)] - 000111",B
,0000111,"(107, 33) - 0","[(241, 12), (219, 71)] - 01","[(5, 97), (66, 102), (79, 127), (246, 244)] - 0011",B
,0000111,"(5, 97) - 0",[] - ,"[(241, 12), (107, 33), (66, 102), (79, 127), (219, 71), (246, 244)] - 000111",B
,0000111,"(241, 12) - 0","[(5, 97), (66, 102), (79, 127), (219, 71), (246, 244)] - 00111","[(107, 33)] - 0",I
,0000111,"(241, 12) - 0","[(246, 244)] - 1","[(107, 33), (5, 97), (66, 102), (79, 127), (219, 71)] - 00011",I
,0000111,"(241, 12) - 0","[(66, 102), (79, 127), (219, 71), (246, 244)] - 0111","[(107, 33), (5, 97)] - 00",I
,0000111,"(241, 12) - 0","[(219, 71), (246, 244)] - 11","[(107, 33), (5, 97), (66, 102), (79, 127)] - 0001",I
,0000111,"(241, 12) - 0","[(79, 127), (219, 71), (246, 244)] - 111","[(107, 33), (5, 97), (66, 102)] - 000",I
,0000111,"(107, 33) - 0","[(241, 12), (5, 97), (66, 102), (79, 127), (219, 71), (246, 244)] - 000111",[] - ,I
,0000111,"(107, 33) - 0","[(241, 12)] - 0","[(5, 97), (66, 102), (79, 127), (219, 71), (246, 244)] - 00111",I
,0000111,"(107, 33) - 0","[(241, 12), (66, 102), (79, 127), (219, 71), (246, 244)] - 00111","[(5, 97)] - 0",I
,0000111,"(107, 33) - 0","[(241, 12), (79, 127), (219, 71), (246, 244)] - 0111","[(5, 97), (66, 102)] - 00",I
,0000111,"(107, 33) - 0","[(241, 12), (219, 71), (246, 244)] - 011","[(5, 97), (66, 102), (79, 127)] - 001",I
,0000111,"(5, 97) - 0","[(246, 244)] - 1","[(241, 12), (107, 33), (66, 102), (79, 127), (219, 71)] - 00011",I
,0000111,"(5, 97) - 0","[(66, 102), (79, 127), (219, 71), (246, 244)] - 0111","[(241, 12), (107, 33)] - 00",I
,0000111,"(5, 97) - 0","[(79, 127), (246, 244)] - 11","[(241, 12), (107, 33), (66, 102), (219, 71)] - 0001",I
,0000111,"(5, 97) - 0","[(66, 102), (79, 127), (246, 244)] - 011","[(241, 12), (107, 33), (219, 71)] - 001",I
,0000111,"(66, 102) - 0","[(79, 127), (246, 244)] - 11","[(241, 12), (107, 33), (5, 97), (219, 71)] - 0001",I
,0000111,"(66, 102) - 0","[(79, 127), (219, 71), (246, 244)] - 111","[(241, 12), (107, 33), (5, 97)] - 000",I
,0000111,"(79, 127) - 1","[(246, 244)] - 1","[(241, 12), (107, 33), (5, 97), (66, 102), (219, 71)] - 00001",I
,0000111,"(79, 127) - 1","[(219, 71), (246, 244)] - 11","[(241, 12), (107, 33), (5, 97), (66, 102)] - 0000",I
,0000111,"(219, 71) - 1","[(246, 244)] - 1","[(241, 12), (107, 33), (5, 97), (66, 102), (79, 127)] - 00001",I
,0000111,"(246, 244) - 1",[] - ,"[(241, 12), (107, 33), (5, 97), (66, 102), (79, 127), (219, 71)] - 000011",I
,0001011,"(241, 12) - 0",[] - ,"[(107, 33), (5, 97), (66, 102), (79, 127), (219, 71), (246, 244)] - 001011",B
,0001011,"(107, 33) - 0","[(241, 12), (219, 71)] - 01","[(5, 97), (66, 102), (79, 127), (246, 244)] - 0101",B
,0001011,"(107, 33) - 0","[(241, 12), (79, 127), (219, 71), (246, 244)] - 0011","[(5, 97), (66, 102)] - 01",B
,0001011,"(5, 97) - 0",[] - ,"[(241, 12), (107, 33), (66, 102), (79, 127), (219, 71), (246, 244)] - 001011",B
,0001011,"(5, 97) - 0","[(79, 127), (246, 244)] - 01","[(241, 12), (107, 33), (66, 102), (219, 71)] - 0011",B
,0001011,"(241, 12) - 0","[(5, 97), (66, 102), (79, 127), (219, 71), (246, 244)] - 01011","[(107, 33)] - 0",I
,0001011,"(241, 12) - 0","[(246, 244)] - 1","[(107, 33), (5, 97), (66, 102), (79, 127), (219, 71)] - 00101",I
,0001011,"(241, 12) - 0","[(66, 102), (79, 127), (219, 71), (246, 244)] - 1011","[(107, 33), (5, 97)] - 00",I
,0001011,"(241, 12) - 0","[(219, 71), (246, 244)] - 11","[(107, 33), (5, 97), (66, 102), (79, 127)] - 0010",I
,0001011,"(241, 12) - 0","[(79, 127), (219, 71), (246, 244)] - 011","[(107, 33), (5, 97), (66, 102)] - 001",I
,0001011,"(107, 33) - 0","[(241, 12), (5, 97), (66, 102), (79, 127), (219, 71), (246, 244)] - 001011",[] - ,I
,0001011,"(107, 33) - 0","[(241, 12)] - 0","[(5, 97), (66, 102), (79, 127), (219, 71), (246, 244)] - 01011",I
,0001011,"(107, 33) - 0","[(241, 12), (66, 102), (79, 127), (219, 71), (246, 244)] - 01011","[(5, 97)] - 0",I
,0001011,"(107, 33) - 0","[(241, 12), (219, 71), (246, 244)] - 011","[(5, 97), (66, 102), (79, 127)] - 010",I
,0001011,"(5, 97) - 0","[(246, 244)] - 1","[(241, 12), (107, 33), (66, 102), (79, 127), (219, 71)] - 00101",I
,0001011,"(5, 97) - 0","[(66, 102), (79, 127), (219, 71), (246, 244)] - 1011","[(241, 12), (107, 33)] - 00",I
,0001011,"(5, 97) - 0","[(66, 102), (79, 127), (246, 244)] - 101","[(241, 12), (107, 33), (219, 71)] - 001",I
,0001011,"(66, 102) - 1","[(79, 127), (246, 244)] - 01","[(241, 12), (107, 33), (5, 97), (219, 71)] - 0001",I
