0,1,2,3,4,5
,0000111,"(195, 14) - 0",[] - ,"[(28, 241), (102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 000111",B
,0000111,"(28, 241) - 0",[] - ,"[(195, 14), (102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 000111",B
,0000111,"(195, 14) - 0","[(102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 00111","[(28, 241)] - 0",I
,0000111,"(195, 14) - 0","[(227, 186)] - 1","[(28, 241), (102, 182), (158, 104), (144, 193), (196, 139)] - 00011",I
,0000111,"(195, 14) - 0","[(158, 104), (144, 193), (196, 139), (227, 186)] - 0111","[(28, 241), (102, 182)] - 00",I
,0000111,"(195, 14) - 0","[(196, 139), (227, 186)] - 11","[(28, 241), (102, 182), (158, 104), (144, 193)] - 0001",I
,0000111,"(195, 14) - 0","[(144, 193), (196, 139), (227, 186)] - 111","[(28, 241), (102, 182), (158, 104)] - 000",I
,0000111,"(28, 241) - 0","[(102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 00111","[(195, 14)] - 0",I
,0000111,"(28, 241) - 0","[(227, 186)] - 1","[(195, 14), (102, 182), (158, 104), (144, 193), (196, 139)] - 00011",I
,0000111,"(28, 241) - 0","[(102, 182), (144, 193), (196, 139), (227, 186)] - 0111","[(195, 14), (158, 104)] - 00",I
,0000111,"(28, 241) - 0","[(144, 193), (227, 186)] - 11","[(195, 14), (102, 182), (158, 104), (196, 139)] - 0001",I
,0000111,"(28, 241) - 0","[(144, 193), (196, 139), (227, 186)] - 111","[(195, 14), (102, 182), (158, 104)] - 000",I
,0000111,"(102, 182) - 0","[(158, 104), (144, 193), (196, 139), (227, 186)] - 0111","[(195, 14), (28, 241)] - 00",I
,0000111,"(102, 182) - 0","[(144, 193), (196, 139), (227, 186)] - 111","[(195, 14), (28, 241), (158, 104)] - 000",I
,0000111,"(158, 104) - 0","[(144, 193), (196, 139), (227, 186)] - 111","[(195, 14), (28, 241), (102, 182)] - 000",I
,0000111,"(144, 193) - 1","[(227, 186)] - 1","[(195, 14), (28, 241), (102, 182), (158, 104), (196, 139)] - 00001",I
,0000111,"(144, 193) - 1","[(196, 139), (227, 186)] - 11","[(195, 14), (28, 241), (102, 182), (158, 104)] - 0000",I
,0000111,"(196, 139) - 1","[(227, 186)] - 1","[(195, 14), (28, 241), (102, 182), (158, 104), (144, 193)] - 00001",I
,0000111,"(227, 186) - 1",[] - ,"[(195, 14), (28, 241), (102, 182), (158, 104), (144, 193), (196, 139)] - 000011",I
,0001011,"(195, 14) - 0",[] - ,"[(28, 241), (102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 001011",B
,0001011,"(28, 241) - 0",[] - ,"[(195, 14), (102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 001011",B
,0001011,"(28, 241) - 0","[(102, 182), (144, 193), (196, 139), (227, 186)] - 0011","[(195, 14), (158, 104)] - 01",B
,0001011,"(28, 241) - 0","[(144, 193), (227, 186)] - 01","[(195, 14), (102, 182), (158, 104), (196, 139)] - 0011",B
,0001011,"(195, 14) - 0","[(102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 01011","[(28, 241)] - 0",I
,0001011,"(195, 14) - 0","[(227, 186)] - 1","[(28, 241), (102, 182), (158, 104), (144, 193), (196, 139)] - 00101",I
,0001011,"(195, 14) - 0","[(158, 104), (144, 193), (196, 139), (227, 186)] - 1011","[(28, 241), (102, 182)] - 00",I
,0001011,"(195, 14) - 0","[(196, 139), (227, 186)] - 11","[(28, 241), (102, 182), (158, 104), (144, 193)] - 0010",I
,0001011,"(195, 14) - 0","[(144, 193), (196, 139), (227, 186)] - 011","[(28, 241), (102, 182), (158, 104)] - 001",I
,0001011,"(28, 241) - 0","[(102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 01011","[(195, 14)] - 0",I
,0001011,"(28, 241) - 0","[(227, 186)] - 1","[(195, 14), (102, 182), (158, 104), (144, 193), (196, 139)] - 00101",I
,0001011,"(28, 241) - 0","[(144, 193), (196, 139), (227, 186)] - 011","[(195, 14), (102, 182), (158, 104)] - 001",I
,0001011,"(102, 182) - 0","[(158, 104), (144, 193), (196, 139), (227, 186)] - 1011","[(195, 14), (28, 241)] - 00",I
,0001011,"(102, 182) - 0","[(144, 193), (196, 139), (227, 186)] - 011","[(195, 14), (28, 241), (158, 104)] - 001",I
,0001011,"(158, 104) - 1","[(144, 193), (196, 139), (227, 186)] - 011","[(195, 14), (28, 241), (102, 182)] - 000",I
,0001011,"(144, 193) - 0","[(227, 186)] - 1","[(195, 14), (28, 241), (102, 182), (158, 104), (196, 139)] - 00011",I
,0001011,"(144, 193) - 0","[(196, 139), (227, 186)] - 11","[(195, 14), (28, 241), (102, 182), (158, 104)] - 0001",I
,0001011,"(196, 139) - 1","[(227, 186)] - 1","[(195, 14), (28, 241), (102, 182), (158, 104), (144, 193)] - 00010",I
,0001011,"(227, 186) - 1",[] - ,"[(195, 14), (28, 241), (102, 182), (158, 104), (144, 193), (196, 139)] - 000101",I
,0001101,"(195, 14) - 0",[] - ,"[(28, 241), (102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 001101",B
,0001101,"(195, 14) - 0","[(196, 139), (227, 186)] - 01","[(28, 241), (102, 182), (158, 104), (144, 193)] - 0011",B
,0001101,"(28, 241) - 0",[] - ,"[(195, 14), (102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 001101",B
,0001101,"(28, 241) - 0","[(102, 182), (144, 193), (196, 139), (227, 186)] - 0101","[(195, 14), (158, 104)] - 01",B
,0001101,"(195, 14) - 0","[(102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 01101","[(28, 241)] - 0",I
,0001101,"(195, 14) - 0","[(227, 186)] - 1","[(28, 241), (102, 182), (158, 104), (144, 193), (196, 139)] - 00110",I
,0001101,"(195, 14) - 0","[(158, 104), (144, 193), (196, 139), (227, 186)] - 1101","[(28, 241), (102, 182)] - 00",I
,0001101,"(195, 14) - 0","[(144, 193), (196, 139), (227, 186)] - 101","[(28, 241), (102, 182), (158, 104)] - 001",I
,0001101,"(28, 241) - 0","[(102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 01101","[(195, 14)] - 0",I
,0001101,"(28, 241) - 0","[(227, 186)] - 1","[(195, 14), (102, 182), (158, 104), (144, 193), (196, 139)] - 00110",I
,0001101,"(28, 241) - 0","[(144, 193), (227, 186)] - 11","[(195, 14), (102, 182), (158, 104), (196, 139)] - 0010",I
,0001101,"(28, 241) - 0","[(144, 193), (196, 139), (227, 186)] - 101","[(195, 14), (102, 182), (158, 104)] - 001",I
,0001101,"(102, 182) - 0","[(158, 104), (144, 193), (196, 139), (227, 186)] - 1101","[(195, 14), (28, 241)] - 00",I
,0001101,"(102, 182) - 0","[(144, 193), (196, 139), (227, 186)] - 101","[(195, 14), (28, 241), (158, 104)] - 001",I
,0001101,"(158, 104) - 1","[(144, 193), (196, 139), (227, 186)] - 101","[(195, 14), (28, 241), (102, 182)] - 000",I
,0001101,"(144, 193) - 1","[(227, 186)] - 1","[(195, 14), (28, 241), (102, 182), (158, 104), (196, 139)] - 00010",I
,0001101,"(144, 193) - 1","[(196, 139), (227, 186)] - 01","[(195, 14), (28, 241), (102, 182), (158, 104)] - 0001",I
,0001101,"(196, 139) - 0","[(227, 186)] - 1","[(195, 14), (28, 241), (102, 182), (158, 104), (144, 193)] - 00011",I
,0001101,"(227, 186) - 1",[] - ,"[(195, 14), (28, 241), (102, 182), (158, 104), (144, 193), (196, 139)] - 000110",I
,0001110,"(195, 14) - 0",[] - ,"[(28, 241), (102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 001110",B
,0001110,"(195, 14) - 0","[(196, 139), (227, 186)] - 10","[(28, 241), (102, 182), (158, 104), (144, 193)] - 0011",B
,0001110,"(28, 241) - 0",[] - ,"[(195, 14), (102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 001110",B
,0001110,"(28, 241) - 0","[(102, 182), (144, 193), (196, 139), (227, 186)] - 0110","[(195, 14), (158, 104)] - 01",B
,0001110,"(28, 241) - 0","[(144, 193), (227, 186)] - 10","[(195, 14), (102, 182), (158, 104), (196, 139)] - 0011",B
,0001110,"(144, 193) - 1","[(227, 186)] - 0","[(195, 14), (28, 241), (102, 182), (158, 104), (196, 139)] - 00011",B
,0001110,"(196, 139) - 1","[(227, 186)] - 0","[(195, 14), (28, 241), (102, 182), (158, 104), (144, 193)] - 00011",B
,0001110,"(227, 186) - 0",[] - ,"[(195, 14), (28, 241), (102, 182), (158, 104), (144, 193), (196, 139)] - 000111",B
,0001110,"(195, 14) - 0","[(102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 01110","[(28, 241)] - 0",I
,0001110,"(195, 14) - 0","[(227, 186)] - 0","[(28, 241), (102, 182), (158, 104), (144, 193), (196, 139)] - 00111",I
,0001110,"(195, 14) - 0","[(158, 104), (144, 193), (196, 139), (227, 186)] - 1110","[(28, 241), (102, 182)] - 00",I
,0001110,"(195, 14) - 0","[(144, 193), (196, 139), (227, 186)] - 110","[(28, 241), (102, 182), (158, 104)] - 001",I
,0001110,"(28, 241) - 0","[(102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 01110","[(195, 14)] - 0",I
,0001110,"(28, 241) - 0","[(227, 186)] - 0","[(195, 14), (102, 182), (158, 104), (144, 193), (196, 139)] - 00111",I
,0001110,"(28, 241) - 0","[(144, 193), (196, 139), (227, 186)] - 110","[(195, 14), (102, 182), (158, 104)] - 001",I
,0001110,"(102, 182) - 0","[(158, 104), (144, 193), (196, 139), (227, 186)] - 1110","[(195, 14), (28, 241)] - 00",I
,0001110,"(102, 182) - 0","[(144, 193), (196, 139), (227, 186)] - 110","[(195, 14), (28, 241), (158, 104)] - 001",I
,0001110,"(158, 104) - 1","[(144, 193), (196, 139), (227, 186)] - 110","[(195, 14), (28, 241), (102, 182)] - 000",I
,0001110,"(144, 193) - 1","[(196, 139), (227, 186)] - 10","[(195, 14), (28, 241), (102, 182), (158, 104)] - 0001",I
,0010011,"(195, 14) - 0",[] - ,"[(28, 241), (102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 010011",B
,0010011,"(195, 14) - 0","[(158, 104), (144, 193), (196, 139), (227, 186)] - 0011","[(28, 241), (102, 182)] - 01",B
,0010011,"(28, 241) - 0",[] - ,"[(195, 14), (102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 010011",B
,0010011,"(28, 241) - 0","[(144, 193), (227, 186)] - 01","[(195, 14), (102, 182), (158, 104), (196, 139)] - 0101",B
,0010011,"(195, 14) - 0","[(102, 182), (158, 104), (144, 193), (196, 139), (227, 186)] - 10011","[(28, 241)] - 0",I
