PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(252, 44)",2,"(0, 1)","[(252, 44), (1, 121)]"
"(1, 121)",2,"(0, 3)","[(252, 44), (107, 97)]"
"(19, 125)",2,"(0, 5)","[(252, 44), (212, 87)]"
"(107, 97)",2,"(0, 7)","[(252, 44), (134, 218)]"
"(111, 100)",2,"(1, 2)","[(1, 121), (19, 125)]"
"(212, 87)",2,"(1, 7)","[(1, 121), (134, 218)]"
"(192, 114)",2,"(2, 7)","[(19, 125), (134, 218)]"
"(134, 218)",2,"(6, 7)","[(192, 114), (134, 218)]"
,3,"(0, 1, 2)","[(252, 44), (1, 121), (19, 125)]"
,3,"(0, 1, 3)","[(252, 44), (1, 121), (107, 97)]"
,3,"(0, 3, 4)","[(252, 44), (107, 97), (111, 100)]"
,3,"(0, 3, 5)","[(252, 44), (107, 97), (212, 87)]"
,3,"(0, 5, 6)","[(252, 44), (212, 87), (192, 114)]"
,3,"(0, 5, 7)","[(252, 44), (212, 87), (134, 218)]"
,3,"(0, 6, 7)","[(252, 44), (192, 114), (134, 218)]"
,3,"(1, 2, 3)","[(1, 121), (19, 125), (107, 97)]"
,3,"(1, 2, 7)","[(1, 121), (19, 125), (134, 218)]"
,3,"(2, 6, 7)","[(19, 125), (192, 114), (134, 218)]"
,3,"(5, 6, 7)","[(212, 87), (192, 114), (134, 218)]"
,4,"(0, 1, 2, 3)","[(252, 44), (1, 121), (19, 125), (107, 97)]"
,4,"(0, 1, 3, 4)","[(252, 44), (1, 121), (107, 97), (111, 100)]"
,4,"(0, 3, 4, 5)","[(252, 44), (107, 97), (111, 100), (212, 87)]"
,4,"(0, 3, 5, 6)","[(252, 44), (107, 97), (212, 87), (192, 114)]"
,4,"(0, 4, 5, 6)","[(252, 44), (111, 100), (212, 87), (192, 114)]"
,4,"(0, 5, 6, 7)","[(252, 44), (212, 87), (192, 114), (134, 218)]"
