PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(195, 34)",2,"(0, 1)","[(195, 34), (30, 103)]"
"(30, 103)",2,"(0, 7)","[(195, 34), (246, 38)]"
"(10, 221)",2,"(1, 2)","[(30, 103), (10, 221)]"
"(62, 172)",2,"(2, 3)","[(10, 221), (62, 172)]"
"(150, 101)",2,"(2, 7)","[(10, 221), (246, 38)]"
"(193, 59)",2,"(6, 7)","[(196, 68), (246, 38)]"
"(196, 68)",3,"(0, 1, 2)","[(195, 34), (30, 103), (10, 221)]"
"(246, 38)",3,"(0, 1, 3)","[(195, 34), (30, 103), (62, 172)]"
,3,"(0, 1, 5)","[(195, 34), (30, 103), (193, 59)]"
,3,"(0, 1, 7)","[(195, 34), (30, 103), (246, 38)]"
,3,"(0, 5, 7)","[(195, 34), (193, 59), (246, 38)]"
,3,"(0, 6, 7)","[(195, 34), (196, 68), (246, 38)]"
,3,"(1, 2, 3)","[(30, 103), (10, 221), (62, 172)]"
,3,"(2, 3, 4)","[(10, 221), (62, 172), (150, 101)]"
,3,"(2, 3, 7)","[(10, 221), (62, 172), (246, 38)]"
,3,"(2, 6, 7)","[(10, 221), (196, 68), (246, 38)]"
,3,"(4, 6, 7)","[(150, 101), (196, 68), (246, 38)]"
,3,"(5, 6, 7)","[(193, 59), (196, 68), (246, 38)]"
,4,"(0, 1, 2, 3)","[(195, 34), (30, 103), (10, 221), (62, 172)]"
,4,"(0, 1, 3, 5)","[(195, 34), (30, 103), (62, 172), (193, 59)]"
,4,"(0, 1, 4, 5)","[(195, 34), (30, 103), (150, 101), (193, 59)]"
,4,"(0, 1, 5, 6)","[(195, 34), (30, 103), (193, 59), (196, 68)]"
,4,"(0, 1, 5, 7)","[(195, 34), (30, 103), (193, 59), (246, 38)]"
,4,"(0, 5, 6, 7)","[(195, 34), (193, 59), (196, 68), (246, 38)]"
