PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(250, 115)",2,"(0, 1)","[(250, 115), (150, 20)]"
"(150, 20)",2,"(0, 5)","[(250, 115), (170, 163)]"
"(6, 49)",2,"(0, 6)","[(250, 115), (156, 218)]"
"(62, 81)",2,"(0, 7)","[(250, 115), (148, 236)]"
"(158, 104)",2,"(1, 2)","[(150, 20), (6, 49)]"
"(170, 163)",2,"(2, 3)","[(6, 49), (62, 81)]"
"(156, 218)",2,"(2, 7)","[(6, 49), (148, 236)]"
"(148, 236)",2,"(6, 7)","[(156, 218), (148, 236)]"
,3,"(0, 1, 2)","[(250, 115), (150, 20), (6, 49)]"
,3,"(0, 1, 4)","[(250, 115), (150, 20), (158, 104)]"
,3,"(0, 1, 5)","[(250, 115), (150, 20), (170, 163)]"
,3,"(0, 4, 5)","[(250, 115), (158, 104), (170, 163)]"
,3,"(0, 5, 6)","[(250, 115), (170, 163), (156, 218)]"
,3,"(0, 6, 7)","[(250, 115), (156, 218), (148, 236)]"
,3,"(1, 2, 3)","[(150, 20), (6, 49), (62, 81)]"
,3,"(2, 3, 7)","[(6, 49), (62, 81), (148, 236)]"
,3,"(2, 6, 7)","[(6, 49), (156, 218), (148, 236)]"
,3,"(5, 6, 7)","[(170, 163), (156, 218), (148, 236)]"
,4,"(0, 1, 2, 3)","[(250, 115), (150, 20), (6, 49), (62, 81)]"
,4,"(0, 1, 2, 4)","[(250, 115), (150, 20), (6, 49), (158, 104)]"
,4,"(0, 1, 3, 4)","[(250, 115), (150, 20), (62, 81), (158, 104)]"
,4,"(0, 1, 4, 5)","[(250, 115), (150, 20), (158, 104), (170, 163)]"
,4,"(0, 4, 5, 6)","[(250, 115), (158, 104), (170, 163), (156, 218)]"
,4,"(0, 5, 6, 7)","[(250, 115), (170, 163), (156, 218), (148, 236)]"
