PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(245, 185)",2,"(0, 1)","[(245, 185), (235, 52)]"
"(235, 52)",2,"(0, 6)","[(245, 185), (123, 182)]"
"(10, 78)",2,"(0, 7)","[(245, 185), (86, 203)]"
"(73, 119)",2,"(1, 2)","[(235, 52), (10, 78)]"
"(92, 149)",2,"(2, 3)","[(10, 78), (73, 119)]"
"(65, 164)",2,"(2, 5)","[(10, 78), (65, 164)]"
"(123, 182)",2,"(2, 7)","[(10, 78), (86, 203)]"
"(86, 203)",2,"(5, 7)","[(65, 164), (86, 203)]"
,2,"(6, 7)","[(123, 182), (86, 203)]"
,3,"(0, 1, 2)","[(245, 185), (235, 52), (10, 78)]"
,3,"(0, 1, 3)","[(245, 185), (235, 52), (73, 119)]"
,3,"(0, 1, 6)","[(245, 185), (235, 52), (123, 182)]"
,3,"(0, 6, 7)","[(245, 185), (123, 182), (86, 203)]"
,3,"(1, 2, 3)","[(235, 52), (10, 78), (73, 119)]"
,3,"(2, 3, 5)","[(10, 78), (73, 119), (65, 164)]"
,3,"(2, 5, 7)","[(10, 78), (65, 164), (86, 203)]"
,3,"(5, 6, 7)","[(65, 164), (123, 182), (86, 203)]"
,4,"(0, 1, 2, 3)","[(245, 185), (235, 52), (10, 78), (73, 119)]"
,4,"(0, 1, 3, 4)","[(245, 185), (235, 52), (73, 119), (92, 149)]"
,4,"(0, 1, 3, 6)","[(245, 185), (235, 52), (73, 119), (123, 182)]"
,4,"(0, 1, 4, 6)","[(245, 185), (235, 52), (92, 149), (123, 182)]"
,4,"(0, 1, 6, 7)","[(245, 185), (235, 52), (123, 182), (86, 203)]"
,4,"(0, 4, 6, 7)","[(245, 185), (92, 149), (123, 182), (86, 203)]"
,4,"(0, 5, 6, 7)","[(245, 185), (65, 164), (123, 182), (86, 203)]"
