PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(107, 253)",2,"(0, 1)","[(107, 253), (245, 159)]"
"(245, 159)",2,"(0, 3)","[(107, 253), (147, 199)]"
"(221, 149)",2,"(0, 7)","[(107, 253), (10, 16)]"
"(147, 199)",2,"(1, 2)","[(245, 159), (221, 149)]"
"(143, 188)",2,"(1, 7)","[(245, 159), (10, 16)]"
"(152, 161)",2,"(2, 7)","[(221, 149), (10, 16)]"
"(148, 147)",2,"(6, 7)","[(148, 147), (10, 16)]"
"(10, 16)",3,"(0, 1, 2)","[(107, 253), (245, 159), (221, 149)]"
,3,"(0, 1, 3)","[(107, 253), (245, 159), (147, 199)]"
,3,"(0, 3, 4)","[(107, 253), (147, 199), (143, 188)]"
,3,"(0, 3, 7)","[(107, 253), (147, 199), (10, 16)]"
,3,"(0, 4, 7)","[(107, 253), (143, 188), (10, 16)]"
,3,"(0, 6, 7)","[(107, 253), (148, 147), (10, 16)]"
,3,"(1, 2, 3)","[(245, 159), (221, 149), (147, 199)]"
,3,"(1, 2, 5)","[(245, 159), (221, 149), (152, 161)]"
,3,"(1, 2, 6)","[(245, 159), (221, 149), (148, 147)]"
,3,"(1, 2, 7)","[(245, 159), (221, 149), (10, 16)]"
,3,"(2, 6, 7)","[(221, 149), (148, 147), (10, 16)]"
,3,"(5, 6, 7)","[(152, 161), (148, 147), (10, 16)]"
,4,"(0, 1, 2, 3)","[(107, 253), (245, 159), (221, 149), (147, 199)]"
,4,"(0, 1, 3, 4)","[(107, 253), (245, 159), (147, 199), (143, 188)]"
,4,"(0, 3, 4, 5)","[(107, 253), (147, 199), (143, 188), (152, 161)]"
,4,"(0, 3, 4, 7)","[(107, 253), (147, 199), (143, 188), (10, 16)]"
,4,"(0, 4, 6, 7)","[(107, 253), (143, 188), (148, 147), (10, 16)]"
,4,"(0, 5, 6, 7)","[(107, 253), (152, 161), (148, 147), (10, 16)]"
