PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(245, 52)",2,"(0, 1)","[(245, 52), (180, 28)]"
"(180, 28)",2,"(0, 6)","[(245, 52), (133, 212)]"
"(11, 140)",2,"(0, 7)","[(245, 52), (126, 228)]"
"(58, 130)",2,"(1, 2)","[(180, 28), (11, 140)]"
"(84, 154)",2,"(2, 3)","[(11, 140), (58, 130)]"
"(100, 161)",2,"(2, 7)","[(11, 140), (126, 228)]"
"(133, 212)",2,"(6, 7)","[(133, 212), (126, 228)]"
"(126, 228)",3,"(0, 1, 2)","[(245, 52), (180, 28), (11, 140)]"
,3,"(0, 1, 3)","[(245, 52), (180, 28), (58, 130)]"
,3,"(0, 1, 5)","[(245, 52), (180, 28), (100, 161)]"
,3,"(0, 1, 6)","[(245, 52), (180, 28), (133, 212)]"
,3,"(0, 6, 7)","[(245, 52), (133, 212), (126, 228)]"
,3,"(1, 2, 3)","[(180, 28), (11, 140), (58, 130)]"
,3,"(2, 3, 4)","[(11, 140), (58, 130), (84, 154)]"
,3,"(2, 3, 7)","[(11, 140), (58, 130), (126, 228)]"
,3,"(2, 6, 7)","[(11, 140), (133, 212), (126, 228)]"
,3,"(5, 6, 7)","[(100, 161), (133, 212), (126, 228)]"
,4,"(0, 1, 2, 3)","[(245, 52), (180, 28), (11, 140), (58, 130)]"
,4,"(0, 1, 3, 4)","[(245, 52), (180, 28), (58, 130), (84, 154)]"
,4,"(0, 1, 3, 5)","[(245, 52), (180, 28), (58, 130), (100, 161)]"
,4,"(0, 1, 4, 5)","[(245, 52), (180, 28), (84, 154), (100, 161)]"
,4,"(0, 1, 5, 6)","[(245, 52), (180, 28), (100, 161), (133, 212)]"
,4,"(0, 1, 6, 7)","[(245, 52), (180, 28), (133, 212), (126, 228)]"
,4,"(0, 5, 6, 7)","[(245, 52), (100, 161), (133, 212), (126, 228)]"
