PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(8, 15)",2,"(0, 1)","[(8, 15), (60, 240)]"
"(60, 240)",2,"(0, 6)","[(8, 15), (83, 48)]"
"(247, 212)",2,"(0, 7)","[(8, 15), (92, 34)]"
"(182, 155)",2,"(1, 2)","[(60, 240), (247, 212)]"
"(158, 119)",2,"(2, 3)","[(247, 212), (182, 155)]"
"(157, 113)",2,"(2, 5)","[(247, 212), (157, 113)]"
"(83, 48)",2,"(2, 7)","[(247, 212), (92, 34)]"
"(92, 34)",2,"(5, 7)","[(157, 113), (92, 34)]"
,2,"(6, 7)","[(83, 48), (92, 34)]"
,3,"(0, 1, 2)","[(8, 15), (60, 240), (247, 212)]"
,3,"(0, 1, 3)","[(8, 15), (60, 240), (182, 155)]"
,3,"(0, 1, 6)","[(8, 15), (60, 240), (83, 48)]"
,3,"(0, 6, 7)","[(8, 15), (83, 48), (92, 34)]"
,3,"(1, 2, 3)","[(60, 240), (247, 212), (182, 155)]"
,3,"(2, 3, 4)","[(247, 212), (182, 155), (158, 119)]"
,3,"(2, 3, 5)","[(247, 212), (182, 155), (157, 113)]"
,3,"(2, 4, 5)","[(247, 212), (158, 119), (157, 113)]"
,3,"(2, 5, 7)","[(247, 212), (157, 113), (92, 34)]"
,3,"(4, 5, 7)","[(158, 119), (157, 113), (92, 34)]"
,3,"(5, 6, 7)","[(157, 113), (83, 48), (92, 34)]"
,4,"(0, 1, 2, 3)","[(8, 15), (60, 240), (247, 212), (182, 155)]"
,4,"(0, 1, 3, 6)","[(8, 15), (60, 240), (182, 155), (83, 48)]"
,4,"(0, 1, 6, 7)","[(8, 15), (60, 240), (83, 48), (92, 34)]"
,4,"(0, 5, 6, 7)","[(8, 15), (157, 113), (83, 48), (92, 34)]"
