PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(130, 57)",2,"(0, 1)","[(130, 57), (79, 94)]"
"(79, 94)",2,"(0, 7)","[(130, 57), (239, 133)]"
"(17, 218)",2,"(1, 2)","[(79, 94), (17, 218)]"
"(84, 129)",2,"(2, 3)","[(17, 218), (84, 129)]"
"(92, 158)",2,"(2, 4)","[(17, 218), (92, 158)]"
"(119, 142)",2,"(2, 7)","[(17, 218), (239, 133)]"
"(121, 149)",2,"(6, 7)","[(121, 149), (239, 133)]"
"(239, 133)",3,"(0, 1, 2)","[(130, 57), (79, 94), (17, 218)]"
,3,"(0, 1, 3)","[(130, 57), (79, 94), (84, 129)]"
,3,"(0, 1, 7)","[(130, 57), (79, 94), (239, 133)]"
,3,"(0, 5, 7)","[(130, 57), (119, 142), (239, 133)]"
,3,"(0, 6, 7)","[(130, 57), (121, 149), (239, 133)]"
,3,"(1, 2, 3)","[(79, 94), (17, 218), (84, 129)]"
,3,"(2, 3, 4)","[(17, 218), (84, 129), (92, 158)]"
,3,"(2, 4, 6)","[(17, 218), (92, 158), (121, 149)]"
,3,"(2, 4, 7)","[(17, 218), (92, 158), (239, 133)]"
,3,"(2, 6, 7)","[(17, 218), (121, 149), (239, 133)]"
,3,"(5, 6, 7)","[(119, 142), (121, 149), (239, 133)]"
,4,"(0, 1, 2, 3)","[(130, 57), (79, 94), (17, 218), (84, 129)]"
,4,"(0, 1, 3, 4)","[(130, 57), (79, 94), (84, 129), (92, 158)]"
,4,"(0, 1, 3, 5)","[(130, 57), (79, 94), (84, 129), (119, 142)]"
,4,"(0, 1, 3, 7)","[(130, 57), (79, 94), (84, 129), (239, 133)]"
,4,"(0, 1, 5, 7)","[(130, 57), (79, 94), (119, 142), (239, 133)]"
,4,"(0, 5, 6, 7)","[(130, 57), (119, 142), (121, 149), (239, 133)]"
