PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(234, 245)",2,"(0, 1)","[(234, 245), (255, 18)]"
"(255, 18)",2,"(0, 5)","[(234, 245), (198, 190)]"
"(225, 48)",2,"(0, 7)","[(234, 245), (0, 11)]"
"(157, 100)",2,"(1, 2)","[(255, 18), (225, 48)]"
"(197, 180)",2,"(1, 7)","[(255, 18), (0, 11)]"
"(198, 190)",2,"(3, 7)","[(157, 100), (0, 11)]"
"(158, 139)",2,"(6, 7)","[(158, 139), (0, 11)]"
"(0, 11)",3,"(0, 1, 2)","[(234, 245), (255, 18), (225, 48)]"
,3,"(0, 1, 5)","[(234, 245), (255, 18), (198, 190)]"
,3,"(0, 4, 5)","[(234, 245), (197, 180), (198, 190)]"
,3,"(0, 5, 7)","[(234, 245), (198, 190), (0, 11)]"
,3,"(0, 6, 7)","[(234, 245), (158, 139), (0, 11)]"
,3,"(1, 2, 3)","[(255, 18), (225, 48), (157, 100)]"
,3,"(1, 2, 7)","[(255, 18), (225, 48), (0, 11)]"
,3,"(1, 3, 7)","[(255, 18), (157, 100), (0, 11)]"
,3,"(2, 3, 7)","[(225, 48), (157, 100), (0, 11)]"
,3,"(3, 6, 7)","[(157, 100), (158, 139), (0, 11)]"
,3,"(5, 6, 7)","[(198, 190), (158, 139), (0, 11)]"
,4,"(0, 1, 2, 3)","[(234, 245), (255, 18), (225, 48), (157, 100)]"
,4,"(0, 1, 2, 4)","[(234, 245), (255, 18), (225, 48), (197, 180)]"
,4,"(0, 1, 2, 5)","[(234, 245), (255, 18), (225, 48), (198, 190)]"
,4,"(0, 1, 4, 5)","[(234, 245), (255, 18), (197, 180), (198, 190)]"
,4,"(0, 4, 5, 6)","[(234, 245), (197, 180), (198, 190), (158, 139)]"
,4,"(0, 4, 5, 7)","[(234, 245), (197, 180), (198, 190), (0, 11)]"
,4,"(0, 5, 6, 7)","[(234, 245), (198, 190), (158, 139), (0, 11)]"
