PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(5, 66)",2,"(0, 1)","[(5, 66), (47, 161)]"
"(47, 161)",2,"(0, 6)","[(5, 66), (213, 56)]"
"(116, 212)",2,"(0, 7)","[(5, 66), (251, 44)]"
"(98, 172)",2,"(1, 2)","[(47, 161), (116, 212)]"
"(84, 149)",2,"(2, 3)","[(116, 212), (98, 172)]"
"(155, 135)",2,"(2, 5)","[(116, 212), (155, 135)]"
"(213, 56)",2,"(2, 7)","[(116, 212), (251, 44)]"
"(251, 44)",2,"(6, 7)","[(213, 56), (251, 44)]"
,3,"(0, 1, 2)","[(5, 66), (47, 161), (116, 212)]"
,3,"(0, 1, 4)","[(5, 66), (47, 161), (84, 149)]"
,3,"(0, 1, 6)","[(5, 66), (47, 161), (213, 56)]"
,3,"(0, 6, 7)","[(5, 66), (213, 56), (251, 44)]"
,3,"(1, 2, 3)","[(47, 161), (116, 212), (98, 172)]"
,3,"(2, 3, 5)","[(116, 212), (98, 172), (155, 135)]"
,3,"(2, 5, 7)","[(116, 212), (155, 135), (251, 44)]"
,3,"(2, 6, 7)","[(116, 212), (213, 56), (251, 44)]"
,3,"(5, 6, 7)","[(155, 135), (213, 56), (251, 44)]"
,4,"(0, 1, 2, 3)","[(5, 66), (47, 161), (116, 212), (98, 172)]"
,4,"(0, 1, 2, 4)","[(5, 66), (47, 161), (116, 212), (84, 149)]"
,4,"(0, 1, 3, 4)","[(5, 66), (47, 161), (98, 172), (84, 149)]"
,4,"(0, 1, 4, 6)","[(5, 66), (47, 161), (84, 149), (213, 56)]"
,4,"(0, 1, 6, 7)","[(5, 66), (47, 161), (213, 56), (251, 44)]"
,4,"(0, 4, 6, 7)","[(5, 66), (84, 149), (213, 56), (251, 44)]"
,4,"(0, 5, 6, 7)","[(5, 66), (155, 135), (213, 56), (251, 44)]"
