PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(132, 11)",2,"(0, 1)","[(132, 11), (20, 203)]"
"(20, 203)",2,"(0, 5)","[(132, 11), (156, 87)]"
"(9, 244)",2,"(0, 7)","[(132, 11), (247, 63)]"
"(43, 199)",2,"(1, 2)","[(20, 203), (9, 244)]"
"(81, 156)",2,"(2, 3)","[(9, 244), (43, 199)]"
"(156, 87)",2,"(2, 7)","[(9, 244), (247, 63)]"
"(202, 81)",2,"(6, 7)","[(202, 81), (247, 63)]"
"(247, 63)",3,"(0, 1, 2)","[(132, 11), (20, 203), (9, 244)]"
,3,"(0, 1, 3)","[(132, 11), (20, 203), (43, 199)]"
,3,"(0, 1, 4)","[(132, 11), (20, 203), (81, 156)]"
,3,"(0, 1, 5)","[(132, 11), (20, 203), (156, 87)]"
,3,"(0, 4, 5)","[(132, 11), (81, 156), (156, 87)]"
,3,"(0, 5, 6)","[(132, 11), (156, 87), (202, 81)]"
,3,"(0, 5, 7)","[(132, 11), (156, 87), (247, 63)]"
,3,"(0, 6, 7)","[(132, 11), (202, 81), (247, 63)]"
,3,"(1, 2, 3)","[(20, 203), (9, 244), (43, 199)]"
,3,"(2, 3, 7)","[(9, 244), (43, 199), (247, 63)]"
,3,"(2, 6, 7)","[(9, 244), (202, 81), (247, 63)]"
,3,"(5, 6, 7)","[(156, 87), (202, 81), (247, 63)]"
,4,"(0, 1, 2, 3)","[(132, 11), (20, 203), (9, 244), (43, 199)]"
,4,"(0, 1, 3, 4)","[(132, 11), (20, 203), (43, 199), (81, 156)]"
,4,"(0, 1, 4, 5)","[(132, 11), (20, 203), (81, 156), (156, 87)]"
,4,"(0, 4, 5, 6)","[(132, 11), (81, 156), (156, 87), (202, 81)]"
,4,"(0, 5, 6, 7)","[(132, 11), (156, 87), (202, 81), (247, 63)]"
