PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(14, 13)",2,"(0, 1)","[(14, 13), (55, 242)]"
"(55, 242)",2,"(0, 3)","[(14, 13), (56, 119)]"
"(84, 203)",2,"(0, 6)","[(14, 13), (111, 49)]"
"(56, 119)",2,"(0, 7)","[(14, 13), (242, 52)]"
"(85, 174)",2,"(1, 2)","[(55, 242), (84, 203)]"
"(79, 150)",2,"(1, 7)","[(55, 242), (242, 52)]"
"(111, 49)",2,"(2, 7)","[(84, 203), (242, 52)]"
"(242, 52)",2,"(6, 7)","[(111, 49), (242, 52)]"
,3,"(0, 1, 2)","[(14, 13), (55, 242), (84, 203)]"
,3,"(0, 1, 3)","[(14, 13), (55, 242), (56, 119)]"
,3,"(0, 3, 5)","[(14, 13), (56, 119), (79, 150)]"
,3,"(0, 3, 6)","[(14, 13), (56, 119), (111, 49)]"
,3,"(0, 6, 7)","[(14, 13), (111, 49), (242, 52)]"
,3,"(1, 2, 3)","[(55, 242), (84, 203), (56, 119)]"
,3,"(1, 2, 4)","[(55, 242), (84, 203), (85, 174)]"
,3,"(1, 2, 7)","[(55, 242), (84, 203), (242, 52)]"
,3,"(2, 4, 7)","[(84, 203), (85, 174), (242, 52)]"
,3,"(2, 6, 7)","[(84, 203), (111, 49), (242, 52)]"
,3,"(4, 6, 7)","[(85, 174), (111, 49), (242, 52)]"
,3,"(5, 6, 7)","[(79, 150), (111, 49), (242, 52)]"
,4,"(0, 1, 2, 3)","[(14, 13), (55, 242), (84, 203), (56, 119)]"
,4,"(0, 1, 3, 5)","[(14, 13), (55, 242), (56, 119), (79, 150)]"
,4,"(0, 3, 5, 6)","[(14, 13), (56, 119), (79, 150), (111, 49)]"
,4,"(0, 3, 6, 7)","[(14, 13), (56, 119), (111, 49), (242, 52)]"
,4,"(0, 5, 6, 7)","[(14, 13), (79, 150), (111, 49), (242, 52)]"
