PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(47, 64)",2,"(0, 1)","[(47, 64), (33, 73)]"
"(33, 73)",2,"(0, 7)","[(47, 64), (137, 51)]"
"(22, 86)",2,"(1, 2)","[(33, 73), (22, 86)]"
"(234, 205)",2,"(2, 3)","[(22, 86), (234, 205)]"
"(195, 160)",2,"(3, 4)","[(234, 205), (195, 160)]"
"(138, 111)",2,"(3, 7)","[(234, 205), (137, 51)]"
"(84, 76)",2,"(4, 7)","[(195, 160), (137, 51)]"
"(137, 51)",2,"(5, 7)","[(138, 111), (137, 51)]"
,2,"(6, 7)","[(84, 76), (137, 51)]"
,3,"(0, 1, 2)","[(47, 64), (33, 73), (22, 86)]"
,3,"(0, 1, 7)","[(47, 64), (33, 73), (137, 51)]"
,3,"(0, 6, 7)","[(47, 64), (84, 76), (137, 51)]"
,3,"(1, 2, 3)","[(33, 73), (22, 86), (234, 205)]"
,3,"(2, 3, 4)","[(22, 86), (234, 205), (195, 160)]"
,3,"(3, 4, 5)","[(234, 205), (195, 160), (138, 111)]"
,3,"(3, 4, 7)","[(234, 205), (195, 160), (137, 51)]"
,3,"(4, 5, 7)","[(195, 160), (138, 111), (137, 51)]"
,3,"(5, 6, 7)","[(138, 111), (84, 76), (137, 51)]"
,4,"(0, 1, 2, 3)","[(47, 64), (33, 73), (22, 86), (234, 205)]"
,4,"(0, 1, 2, 6)","[(47, 64), (33, 73), (22, 86), (84, 76)]"
,4,"(0, 1, 2, 7)","[(47, 64), (33, 73), (22, 86), (137, 51)]"
,4,"(0, 1, 6, 7)","[(47, 64), (33, 73), (84, 76), (137, 51)]"
,4,"(0, 5, 6, 7)","[(47, 64), (138, 111), (84, 76), (137, 51)]"
