PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(25, 152)",2,"(0, 1)","[(25, 152), (240, 196)]"
"(240, 196)",2,"(0, 6)","[(25, 152), (24, 94)]"
"(233, 122)",2,"(0, 7)","[(25, 152), (5, 60)]"
"(250, 82)",2,"(1, 2)","[(240, 196), (233, 122)]"
"(132, 98)",2,"(1, 3)","[(240, 196), (250, 82)]"
"(83, 99)",2,"(2, 3)","[(233, 122), (250, 82)]"
"(24, 94)",2,"(3, 7)","[(250, 82), (5, 60)]"
"(5, 60)",2,"(6, 7)","[(24, 94), (5, 60)]"
,3,"(0, 1, 2)","[(25, 152), (240, 196), (233, 122)]"
,3,"(0, 1, 6)","[(25, 152), (240, 196), (24, 94)]"
,3,"(0, 6, 7)","[(25, 152), (24, 94), (5, 60)]"
,3,"(1, 2, 3)","[(240, 196), (233, 122), (250, 82)]"
,3,"(2, 3, 4)","[(233, 122), (250, 82), (132, 98)]"
,3,"(2, 3, 7)","[(233, 122), (250, 82), (5, 60)]"
,3,"(3, 4, 7)","[(250, 82), (132, 98), (5, 60)]"
,3,"(3, 6, 7)","[(250, 82), (24, 94), (5, 60)]"
,3,"(5, 6, 7)","[(83, 99), (24, 94), (5, 60)]"
,4,"(0, 1, 2, 3)","[(25, 152), (240, 196), (233, 122), (250, 82)]"
,4,"(0, 1, 2, 4)","[(25, 152), (240, 196), (233, 122), (132, 98)]"
,4,"(0, 1, 2, 5)","[(25, 152), (240, 196), (233, 122), (83, 99)]"
,4,"(0, 1, 2, 6)","[(25, 152), (240, 196), (233, 122), (24, 94)]"
,4,"(0, 1, 5, 6)","[(25, 152), (240, 196), (83, 99), (24, 94)]"
,4,"(0, 1, 6, 7)","[(25, 152), (240, 196), (24, 94), (5, 60)]"
,4,"(0, 5, 6, 7)","[(25, 152), (83, 99), (24, 94), (5, 60)]"
