PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(87, 10)",2,"(0, 1)","[(87, 10), (47, 168)]"
"(47, 168)",2,"(0, 3)","[(87, 10), (88, 56)]"
"(83, 158)",2,"(0, 5)","[(87, 10), (124, 108)]"
"(88, 56)",2,"(0, 7)","[(87, 10), (209, 246)]"
"(98, 135)",2,"(1, 2)","[(47, 168), (83, 158)]"
"(124, 108)",2,"(1, 7)","[(47, 168), (209, 246)]"
"(184, 215)",2,"(6, 7)","[(184, 215), (209, 246)]"
"(209, 246)",3,"(0, 1, 2)","[(87, 10), (47, 168), (83, 158)]"
,3,"(0, 1, 3)","[(87, 10), (47, 168), (88, 56)]"
,3,"(0, 3, 5)","[(87, 10), (88, 56), (124, 108)]"
,3,"(0, 5, 7)","[(87, 10), (124, 108), (209, 246)]"
,3,"(0, 6, 7)","[(87, 10), (184, 215), (209, 246)]"
,3,"(1, 2, 3)","[(47, 168), (83, 158), (88, 56)]"
,3,"(1, 2, 4)","[(47, 168), (83, 158), (98, 135)]"
,3,"(1, 2, 7)","[(47, 168), (83, 158), (209, 246)]"
,3,"(1, 6, 7)","[(47, 168), (184, 215), (209, 246)]"
,3,"(2, 6, 7)","[(83, 158), (184, 215), (209, 246)]"
,3,"(5, 6, 7)","[(124, 108), (184, 215), (209, 246)]"
,4,"(0, 1, 2, 3)","[(87, 10), (47, 168), (83, 158), (88, 56)]"
,4,"(0, 1, 3, 4)","[(87, 10), (47, 168), (88, 56), (98, 135)]"
,4,"(0, 1, 3, 5)","[(87, 10), (47, 168), (88, 56), (124, 108)]"
,4,"(0, 3, 4, 5)","[(87, 10), (88, 56), (98, 135), (124, 108)]"
,4,"(0, 3, 5, 6)","[(87, 10), (88, 56), (124, 108), (184, 215)]"
,4,"(0, 3, 5, 7)","[(87, 10), (88, 56), (124, 108), (209, 246)]"
,4,"(0, 5, 6, 7)","[(87, 10), (124, 108), (184, 215), (209, 246)]"
