PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(10, 10)",2,"(0, 1)","[(10, 10), (20, 251)]"
"(20, 251)",2,"(0, 4)","[(10, 10), (19, 19)]"
"(56, 207)",2,"(0, 7)","[(10, 10), (246, 2)]"
"(65, 183)",2,"(1, 2)","[(20, 251), (56, 207)]"
"(19, 19)",2,"(1, 7)","[(20, 251), (246, 2)]"
"(158, 26)",2,"(2, 7)","[(56, 207), (246, 2)]"
"(157, 12)",2,"(5, 7)","[(158, 26), (246, 2)]"
"(246, 2)",2,"(6, 7)","[(157, 12), (246, 2)]"
,3,"(0, 1, 2)","[(10, 10), (20, 251), (56, 207)]"
,3,"(0, 1, 4)","[(10, 10), (20, 251), (19, 19)]"
,3,"(0, 4, 6)","[(10, 10), (19, 19), (157, 12)]"
,3,"(0, 4, 7)","[(10, 10), (19, 19), (246, 2)]"
,3,"(0, 6, 7)","[(10, 10), (157, 12), (246, 2)]"
,3,"(1, 2, 3)","[(20, 251), (56, 207), (65, 183)]"
,3,"(1, 2, 7)","[(20, 251), (56, 207), (246, 2)]"
,3,"(2, 3, 7)","[(56, 207), (65, 183), (246, 2)]"
,3,"(2, 5, 7)","[(56, 207), (158, 26), (246, 2)]"
,3,"(5, 6, 7)","[(158, 26), (157, 12), (246, 2)]"
,4,"(0, 1, 2, 3)","[(10, 10), (20, 251), (56, 207), (65, 183)]"
,4,"(0, 1, 2, 4)","[(10, 10), (20, 251), (56, 207), (19, 19)]"
,4,"(0, 1, 3, 4)","[(10, 10), (20, 251), (65, 183), (19, 19)]"
,4,"(0, 1, 4, 6)","[(10, 10), (20, 251), (19, 19), (157, 12)]"
,4,"(0, 4, 5, 6)","[(10, 10), (19, 19), (158, 26), (157, 12)]"
,4,"(0, 4, 6, 7)","[(10, 10), (19, 19), (157, 12), (246, 2)]"
,4,"(0, 5, 6, 7)","[(10, 10), (158, 26), (157, 12), (246, 2)]"
