PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(237, 225)",2,"(0, 1)","[(237, 225), (190, 31)]"
"(190, 31)",2,"(0, 4)","[(237, 225), (166, 154)]"
"(132, 105)",2,"(0, 6)","[(237, 225), (157, 174)]"
"(131, 112)",2,"(0, 7)","[(237, 225), (19, 101)]"
"(166, 154)",2,"(1, 2)","[(190, 31), (132, 105)]"
"(155, 162)",2,"(1, 7)","[(190, 31), (19, 101)]"
"(157, 174)",2,"(2, 7)","[(132, 105), (19, 101)]"
"(19, 101)",2,"(3, 7)","[(131, 112), (19, 101)]"
,2,"(6, 7)","[(157, 174), (19, 101)]"
,3,"(0, 1, 2)","[(237, 225), (190, 31), (132, 105)]"
,3,"(0, 1, 4)","[(237, 225), (190, 31), (166, 154)]"
,3,"(0, 4, 6)","[(237, 225), (166, 154), (157, 174)]"
,3,"(0, 5, 6)","[(237, 225), (155, 162), (157, 174)]"
,3,"(0, 6, 7)","[(237, 225), (157, 174), (19, 101)]"
,3,"(1, 2, 3)","[(190, 31), (132, 105), (131, 112)]"
,3,"(1, 2, 7)","[(190, 31), (132, 105), (19, 101)]"
,3,"(2, 3, 7)","[(132, 105), (131, 112), (19, 101)]"
,3,"(3, 6, 7)","[(131, 112), (157, 174), (19, 101)]"
,3,"(5, 6, 7)","[(155, 162), (157, 174), (19, 101)]"
,4,"(0, 1, 2, 3)","[(237, 225), (190, 31), (132, 105), (131, 112)]"
,4,"(0, 1, 2, 4)","[(237, 225), (190, 31), (132, 105), (166, 154)]"
,4,"(0, 1, 4, 5)","[(237, 225), (190, 31), (166, 154), (155, 162)]"
,4,"(0, 1, 4, 6)","[(237, 225), (190, 31), (166, 154), (157, 174)]"
,4,"(0, 4, 5, 6)","[(237, 225), (166, 154), (155, 162), (157, 174)]"
,4,"(0, 5, 6, 7)","[(237, 225), (155, 162), (157, 174), (19, 101)]"
