PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(255, 102)",2,"(0, 1)","[(255, 102), (252, 34)]"
"(252, 34)",2,"(0, 5)","[(255, 102), (193, 109)]"
"(1, 2)",2,"(0, 7)","[(255, 102), (44, 253)]"
"(27, 96)",2,"(1, 2)","[(252, 34), (1, 2)]"
"(46, 105)",2,"(2, 3)","[(1, 2), (27, 96)]"
"(193, 109)",2,"(2, 7)","[(1, 2), (44, 253)]"
"(96, 184)",2,"(3, 7)","[(27, 96), (44, 253)]"
"(44, 253)",2,"(6, 7)","[(96, 184), (44, 253)]"
,3,"(0, 1, 2)","[(255, 102), (252, 34), (1, 2)]"
,3,"(0, 1, 5)","[(255, 102), (252, 34), (193, 109)]"
,3,"(0, 5, 7)","[(255, 102), (193, 109), (44, 253)]"
,3,"(0, 6, 7)","[(255, 102), (96, 184), (44, 253)]"
,3,"(1, 2, 3)","[(252, 34), (1, 2), (27, 96)]"
,3,"(2, 3, 4)","[(1, 2), (27, 96), (46, 105)]"
,3,"(2, 3, 7)","[(1, 2), (27, 96), (44, 253)]"
,3,"(3, 4, 7)","[(27, 96), (46, 105), (44, 253)]"
,3,"(3, 6, 7)","[(27, 96), (96, 184), (44, 253)]"
,3,"(4, 6, 7)","[(46, 105), (96, 184), (44, 253)]"
,3,"(5, 6, 7)","[(193, 109), (96, 184), (44, 253)]"
,4,"(0, 1, 2, 3)","[(255, 102), (252, 34), (1, 2), (27, 96)]"
,4,"(0, 1, 2, 5)","[(255, 102), (252, 34), (1, 2), (193, 109)]"
,4,"(0, 1, 5, 6)","[(255, 102), (252, 34), (193, 109), (96, 184)]"
,4,"(0, 1, 5, 7)","[(255, 102), (252, 34), (193, 109), (44, 253)]"
,4,"(0, 5, 6, 7)","[(255, 102), (193, 109), (96, 184), (44, 253)]"
