PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(226, 14)",2,"(0, 1)","[(226, 14), (44, 203)]"
"(44, 203)",2,"(0, 7)","[(226, 14), (211, 188)]"
"(29, 235)",2,"(1, 2)","[(44, 203), (29, 235)]"
"(85, 236)",2,"(2, 3)","[(29, 235), (85, 236)]"
"(104, 243)",2,"(2, 4)","[(29, 235), (104, 243)]"
"(113, 241)",2,"(4, 5)","[(104, 243), (113, 241)]"
"(137, 214)",2,"(5, 7)","[(113, 241), (211, 188)]"
"(211, 188)",2,"(6, 7)","[(137, 214), (211, 188)]"
,3,"(0, 1, 2)","[(226, 14), (44, 203), (29, 235)]"
,3,"(0, 1, 7)","[(226, 14), (44, 203), (211, 188)]"
,3,"(0, 6, 7)","[(226, 14), (137, 214), (211, 188)]"
,3,"(1, 2, 3)","[(44, 203), (29, 235), (85, 236)]"
,3,"(2, 3, 4)","[(29, 235), (85, 236), (104, 243)]"
,3,"(2, 4, 5)","[(29, 235), (104, 243), (113, 241)]"
,3,"(3, 4, 5)","[(85, 236), (104, 243), (113, 241)]"
,3,"(4, 5, 7)","[(104, 243), (113, 241), (211, 188)]"
,3,"(5, 6, 7)","[(113, 241), (137, 214), (211, 188)]"
,4,"(0, 1, 2, 3)","[(226, 14), (44, 203), (29, 235), (85, 236)]"
,4,"(0, 1, 2, 6)","[(226, 14), (44, 203), (29, 235), (137, 214)]"
,4,"(0, 1, 2, 7)","[(226, 14), (44, 203), (29, 235), (211, 188)]"
,4,"(0, 1, 6, 7)","[(226, 14), (44, 203), (137, 214), (211, 188)]"
,4,"(0, 5, 6, 7)","[(226, 14), (113, 241), (137, 214), (211, 188)]"
