PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(68, 237)",2,"(0, 1)","[(68, 237), (107, 242)]"
"(107, 242)",2,"(0, 7)","[(68, 237), (26, 92)]"
"(230, 13)",2,"(1, 2)","[(107, 242), (230, 13)]"
"(128, 66)",2,"(2, 3)","[(230, 13), (128, 66)]"
"(95, 151)",2,"(2, 7)","[(230, 13), (26, 92)]"
"(100, 124)",2,"(3, 7)","[(128, 66), (26, 92)]"
"(90, 137)",2,"(6, 7)","[(90, 137), (26, 92)]"
"(26, 92)",3,"(0, 1, 2)","[(68, 237), (107, 242), (230, 13)]"
,3,"(0, 1, 4)","[(68, 237), (107, 242), (95, 151)]"
,3,"(0, 1, 7)","[(68, 237), (107, 242), (26, 92)]"
,3,"(0, 6, 7)","[(68, 237), (90, 137), (26, 92)]"
,3,"(1, 2, 3)","[(107, 242), (230, 13), (128, 66)]"
,3,"(2, 3, 5)","[(230, 13), (128, 66), (100, 124)]"
,3,"(2, 3, 7)","[(230, 13), (128, 66), (26, 92)]"
,3,"(3, 5, 7)","[(128, 66), (100, 124), (26, 92)]"
,3,"(3, 6, 7)","[(128, 66), (90, 137), (26, 92)]"
,3,"(5, 6, 7)","[(100, 124), (90, 137), (26, 92)]"
,4,"(0, 1, 2, 3)","[(68, 237), (107, 242), (230, 13), (128, 66)]"
,4,"(0, 1, 2, 4)","[(68, 237), (107, 242), (230, 13), (95, 151)]"
,4,"(0, 1, 4, 6)","[(68, 237), (107, 242), (95, 151), (90, 137)]"
,4,"(0, 1, 4, 7)","[(68, 237), (107, 242), (95, 151), (26, 92)]"
,4,"(0, 1, 6, 7)","[(68, 237), (107, 242), (90, 137), (26, 92)]"
,4,"(0, 4, 6, 7)","[(68, 237), (95, 151), (90, 137), (26, 92)]"
,4,"(0, 5, 6, 7)","[(68, 237), (100, 124), (90, 137), (26, 92)]"
