PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(99, 248)",2,"(0, 1)","[(99, 248), (249, 53)]"
"(249, 53)",2,"(0, 3)","[(99, 248), (114, 140)]"
"(137, 49)",2,"(0, 6)","[(99, 248), (73, 155)]"
"(114, 140)",2,"(0, 7)","[(99, 248), (7, 7)]"
"(105, 108)",2,"(1, 2)","[(249, 53), (137, 49)]"
"(97, 132)",2,"(1, 7)","[(249, 53), (7, 7)]"
"(73, 155)",2,"(2, 7)","[(137, 49), (7, 7)]"
"(7, 7)",2,"(6, 7)","[(73, 155), (7, 7)]"
,3,"(0, 1, 2)","[(99, 248), (249, 53), (137, 49)]"
,3,"(0, 1, 3)","[(99, 248), (249, 53), (114, 140)]"
,3,"(0, 3, 6)","[(99, 248), (114, 140), (73, 155)]"
,3,"(0, 5, 6)","[(99, 248), (97, 132), (73, 155)]"
,3,"(0, 6, 7)","[(99, 248), (73, 155), (7, 7)]"
,3,"(1, 2, 3)","[(249, 53), (137, 49), (114, 140)]"
,3,"(1, 2, 4)","[(249, 53), (137, 49), (105, 108)]"
,3,"(1, 2, 7)","[(249, 53), (137, 49), (7, 7)]"
,3,"(2, 4, 7)","[(137, 49), (105, 108), (7, 7)]"
,3,"(2, 6, 7)","[(137, 49), (73, 155), (7, 7)]"
,3,"(4, 6, 7)","[(105, 108), (73, 155), (7, 7)]"
,3,"(5, 6, 7)","[(97, 132), (73, 155), (7, 7)]"
,4,"(0, 1, 2, 3)","[(99, 248), (249, 53), (137, 49), (114, 140)]"
,4,"(0, 1, 3, 5)","[(99, 248), (249, 53), (114, 140), (97, 132)]"
,4,"(0, 1, 3, 6)","[(99, 248), (249, 53), (114, 140), (73, 155)]"
,4,"(0, 3, 5, 6)","[(99, 248), (114, 140), (97, 132), (73, 155)]"
,4,"(0, 5, 6, 7)","[(99, 248), (97, 132), (73, 155), (7, 7)]"
