PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(18, 49)",2,"(0, 1)","[(18, 49), (110, 206)]"
"(110, 206)",2,"(0, 6)","[(18, 49), (61, 67)]"
"(128, 170)",2,"(0, 7)","[(18, 49), (237, 81)]"
"(102, 120)",2,"(1, 2)","[(110, 206), (128, 170)]"
"(135, 133)",2,"(1, 7)","[(110, 206), (237, 81)]"
"(145, 121)",2,"(2, 7)","[(128, 170), (237, 81)]"
"(61, 67)",2,"(5, 7)","[(145, 121), (237, 81)]"
"(237, 81)",2,"(6, 7)","[(61, 67), (237, 81)]"
,3,"(0, 1, 2)","[(18, 49), (110, 206), (128, 170)]"
,3,"(0, 1, 6)","[(18, 49), (110, 206), (61, 67)]"
,3,"(0, 3, 6)","[(18, 49), (102, 120), (61, 67)]"
,3,"(0, 6, 7)","[(18, 49), (61, 67), (237, 81)]"
,3,"(1, 2, 3)","[(110, 206), (128, 170), (102, 120)]"
,3,"(1, 2, 4)","[(110, 206), (128, 170), (135, 133)]"
,3,"(1, 2, 7)","[(110, 206), (128, 170), (237, 81)]"
,3,"(2, 5, 7)","[(128, 170), (145, 121), (237, 81)]"
,3,"(4, 5, 7)","[(135, 133), (145, 121), (237, 81)]"
,3,"(5, 6, 7)","[(145, 121), (61, 67), (237, 81)]"
,4,"(0, 1, 2, 3)","[(18, 49), (110, 206), (128, 170), (102, 120)]"
,4,"(0, 1, 2, 6)","[(18, 49), (110, 206), (128, 170), (61, 67)]"
,4,"(0, 1, 3, 6)","[(18, 49), (110, 206), (102, 120), (61, 67)]"
,4,"(0, 3, 4, 6)","[(18, 49), (102, 120), (135, 133), (61, 67)]"
,4,"(0, 3, 5, 6)","[(18, 49), (102, 120), (145, 121), (61, 67)]"
,4,"(0, 3, 6, 7)","[(18, 49), (102, 120), (61, 67), (237, 81)]"
,4,"(0, 5, 6, 7)","[(18, 49), (145, 121), (61, 67), (237, 81)]"
