PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(5, 228)",2,"(0, 1)","[(5, 228), (251, 250)]"
"(251, 250)",2,"(0, 3)","[(5, 228), (111, 226)]"
"(215, 233)",2,"(0, 6)","[(5, 228), (40, 195)]"
"(111, 226)",2,"(0, 7)","[(5, 228), (2, 6)]"
"(94, 216)",2,"(1, 2)","[(251, 250), (215, 233)]"
"(117, 205)",2,"(1, 7)","[(251, 250), (2, 6)]"
"(40, 195)",2,"(2, 7)","[(215, 233), (2, 6)]"
"(2, 6)",2,"(5, 7)","[(117, 205), (2, 6)]"
,2,"(6, 7)","[(40, 195), (2, 6)]"
,3,"(0, 1, 2)","[(5, 228), (251, 250), (215, 233)]"
,3,"(0, 1, 3)","[(5, 228), (251, 250), (111, 226)]"
,3,"(0, 3, 4)","[(5, 228), (111, 226), (94, 216)]"
,3,"(0, 3, 6)","[(5, 228), (111, 226), (40, 195)]"
,3,"(0, 4, 6)","[(5, 228), (94, 216), (40, 195)]"
,3,"(0, 6, 7)","[(5, 228), (40, 195), (2, 6)]"
,3,"(1, 2, 3)","[(251, 250), (215, 233), (111, 226)]"
,3,"(1, 2, 5)","[(251, 250), (215, 233), (117, 205)]"
,3,"(1, 2, 7)","[(251, 250), (215, 233), (2, 6)]"
,3,"(2, 5, 7)","[(215, 233), (117, 205), (2, 6)]"
,3,"(5, 6, 7)","[(117, 205), (40, 195), (2, 6)]"
,4,"(0, 1, 2, 3)","[(5, 228), (251, 250), (215, 233), (111, 226)]"
,4,"(0, 1, 3, 4)","[(5, 228), (251, 250), (111, 226), (94, 216)]"
,4,"(0, 3, 4, 6)","[(5, 228), (111, 226), (94, 216), (40, 195)]"
,4,"(0, 4, 6, 7)","[(5, 228), (94, 216), (40, 195), (2, 6)]"
,4,"(0, 5, 6, 7)","[(5, 228), (117, 205), (40, 195), (2, 6)]"
