PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(49, 15)",2,"(0, 1)","[(49, 15), (18, 6)]"
"(18, 6)",2,"(0, 7)","[(49, 15), (237, 189)]"
"(71, 244)",2,"(1, 2)","[(18, 6), (71, 244)]"
"(90, 233)",2,"(2, 3)","[(71, 244), (90, 233)]"
"(93, 156)",2,"(2, 7)","[(71, 244), (237, 189)]"
"(129, 201)",2,"(3, 7)","[(90, 233), (237, 189)]"
"(126, 181)",2,"(5, 7)","[(129, 201), (237, 189)]"
"(237, 189)",2,"(6, 7)","[(126, 181), (237, 189)]"
,3,"(0, 1, 2)","[(49, 15), (18, 6), (71, 244)]"
,3,"(0, 1, 4)","[(49, 15), (18, 6), (93, 156)]"
,3,"(0, 1, 7)","[(49, 15), (18, 6), (237, 189)]"
,3,"(0, 6, 7)","[(49, 15), (126, 181), (237, 189)]"
,3,"(1, 2, 3)","[(18, 6), (71, 244), (90, 233)]"
,3,"(2, 3, 4)","[(71, 244), (90, 233), (93, 156)]"
,3,"(2, 3, 5)","[(71, 244), (90, 233), (129, 201)]"
,3,"(2, 3, 7)","[(71, 244), (90, 233), (237, 189)]"
,3,"(3, 5, 7)","[(90, 233), (129, 201), (237, 189)]"
,3,"(5, 6, 7)","[(129, 201), (126, 181), (237, 189)]"
,4,"(0, 1, 2, 3)","[(49, 15), (18, 6), (71, 244), (90, 233)]"
,4,"(0, 1, 2, 4)","[(49, 15), (18, 6), (71, 244), (93, 156)]"
,4,"(0, 1, 4, 6)","[(49, 15), (18, 6), (93, 156), (126, 181)]"
,4,"(0, 1, 4, 7)","[(49, 15), (18, 6), (93, 156), (237, 189)]"
,4,"(0, 1, 6, 7)","[(49, 15), (18, 6), (126, 181), (237, 189)]"
,4,"(0, 5, 6, 7)","[(49, 15), (129, 201), (126, 181), (237, 189)]"
