PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(19, 251)",2,"(0, 1)","[(19, 251), (227, 199)]"
"(227, 199)",2,"(0, 5)","[(19, 251), (47, 233)]"
"(183, 197)",2,"(0, 7)","[(19, 251), (29, 10)]"
"(164, 193)",2,"(1, 2)","[(227, 199), (183, 197)]"
"(111, 203)",2,"(1, 7)","[(227, 199), (29, 10)]"
"(47, 233)",2,"(3, 7)","[(164, 193), (29, 10)]"
"(57, 219)",2,"(4, 7)","[(111, 203), (29, 10)]"
"(29, 10)",2,"(6, 7)","[(57, 219), (29, 10)]"
,3,"(0, 1, 2)","[(19, 251), (227, 199), (183, 197)]"
,3,"(0, 1, 5)","[(19, 251), (227, 199), (47, 233)]"
,3,"(0, 5, 6)","[(19, 251), (47, 233), (57, 219)]"
,3,"(0, 5, 7)","[(19, 251), (47, 233), (29, 10)]"
,3,"(0, 6, 7)","[(19, 251), (57, 219), (29, 10)]"
,3,"(1, 2, 3)","[(227, 199), (183, 197), (164, 193)]"
,3,"(1, 2, 7)","[(227, 199), (183, 197), (29, 10)]"
,3,"(1, 3, 7)","[(227, 199), (164, 193), (29, 10)]"
,3,"(2, 3, 7)","[(183, 197), (164, 193), (29, 10)]"
,3,"(3, 4, 7)","[(164, 193), (111, 203), (29, 10)]"
,3,"(4, 6, 7)","[(111, 203), (57, 219), (29, 10)]"
,3,"(5, 6, 7)","[(47, 233), (57, 219), (29, 10)]"
,4,"(0, 1, 2, 3)","[(19, 251), (227, 199), (183, 197), (164, 193)]"
,4,"(0, 1, 2, 5)","[(19, 251), (227, 199), (183, 197), (47, 233)]"
,4,"(0, 1, 5, 6)","[(19, 251), (227, 199), (47, 233), (57, 219)]"
,4,"(0, 4, 5, 6)","[(19, 251), (111, 203), (47, 233), (57, 219)]"
,4,"(0, 5, 6, 7)","[(19, 251), (47, 233), (57, 219), (29, 10)]"
