PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(8, 29)",2,"(0, 1)","[(8, 29), (129, 196)]"
"(129, 196)",2,"(0, 5)","[(8, 29), (132, 116)]"
"(183, 237)",2,"(0, 7)","[(8, 29), (254, 84)]"
"(157, 194)",2,"(1, 2)","[(129, 196), (183, 237)]"
"(155, 180)",2,"(2, 3)","[(183, 237), (157, 194)]"
"(132, 116)",2,"(2, 7)","[(183, 237), (254, 84)]"
"(228, 101)",2,"(6, 7)","[(228, 101), (254, 84)]"
"(254, 84)",3,"(0, 1, 2)","[(8, 29), (129, 196), (183, 237)]"
,3,"(0, 1, 3)","[(8, 29), (129, 196), (157, 194)]"
,3,"(0, 1, 5)","[(8, 29), (129, 196), (132, 116)]"
,3,"(0, 5, 6)","[(8, 29), (132, 116), (228, 101)]"
,3,"(0, 5, 7)","[(8, 29), (132, 116), (254, 84)]"
,3,"(0, 6, 7)","[(8, 29), (228, 101), (254, 84)]"
,3,"(1, 2, 3)","[(129, 196), (183, 237), (157, 194)]"
,3,"(2, 3, 4)","[(183, 237), (157, 194), (155, 180)]"
,3,"(2, 3, 7)","[(183, 237), (157, 194), (254, 84)]"
,3,"(2, 6, 7)","[(183, 237), (228, 101), (254, 84)]"
,3,"(5, 6, 7)","[(132, 116), (228, 101), (254, 84)]"
,4,"(0, 1, 2, 3)","[(8, 29), (129, 196), (183, 237), (157, 194)]"
,4,"(0, 1, 3, 4)","[(8, 29), (129, 196), (157, 194), (155, 180)]"
,4,"(0, 1, 3, 5)","[(8, 29), (129, 196), (157, 194), (132, 116)]"
,4,"(0, 1, 4, 5)","[(8, 29), (129, 196), (155, 180), (132, 116)]"
,4,"(0, 1, 5, 6)","[(8, 29), (129, 196), (132, 116), (228, 101)]"
,4,"(0, 5, 6, 7)","[(8, 29), (132, 116), (228, 101), (254, 84)]"
