PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(120, 249)",2,"(0, 1)","[(120, 249), (251, 129)]"
"(251, 129)",2,"(0, 6)","[(120, 249), (116, 225)]"
"(203, 115)",2,"(0, 7)","[(120, 249), (2, 7)]"
"(149, 197)",2,"(1, 2)","[(251, 129), (203, 115)]"
"(186, 116)",2,"(1, 7)","[(251, 129), (2, 7)]"
"(141, 198)",2,"(2, 7)","[(203, 115), (2, 7)]"
"(116, 225)",2,"(4, 7)","[(186, 116), (2, 7)]"
"(2, 7)",2,"(6, 7)","[(116, 225), (2, 7)]"
,3,"(0, 1, 2)","[(120, 249), (251, 129), (203, 115)]"
,3,"(0, 1, 3)","[(120, 249), (251, 129), (149, 197)]"
,3,"(0, 1, 6)","[(120, 249), (251, 129), (116, 225)]"
,3,"(0, 3, 6)","[(120, 249), (149, 197), (116, 225)]"
,3,"(0, 5, 6)","[(120, 249), (141, 198), (116, 225)]"
,3,"(0, 6, 7)","[(120, 249), (116, 225), (2, 7)]"
,3,"(1, 2, 3)","[(251, 129), (203, 115), (149, 197)]"
,3,"(1, 2, 4)","[(251, 129), (203, 115), (186, 116)]"
,3,"(1, 2, 7)","[(251, 129), (203, 115), (2, 7)]"
,3,"(2, 4, 7)","[(203, 115), (186, 116), (2, 7)]"
,3,"(4, 6, 7)","[(186, 116), (116, 225), (2, 7)]"
,3,"(5, 6, 7)","[(141, 198), (116, 225), (2, 7)]"
,4,"(0, 1, 2, 3)","[(120, 249), (251, 129), (203, 115), (149, 197)]"
,4,"(0, 1, 3, 5)","[(120, 249), (251, 129), (149, 197), (141, 198)]"
,4,"(0, 1, 3, 6)","[(120, 249), (251, 129), (149, 197), (116, 225)]"
,4,"(0, 3, 5, 6)","[(120, 249), (149, 197), (141, 198), (116, 225)]"
,4,"(0, 5, 6, 7)","[(120, 249), (141, 198), (116, 225), (2, 7)]"
