PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(228, 45)",2,"(0, 1)","[(228, 45), (129, 34)]"
"(129, 34)",2,"(0, 6)","[(228, 45), (75, 199)]"
"(28, 28)",2,"(0, 7)","[(228, 45), (56, 227)]"
"(43, 96)",2,"(1, 2)","[(129, 34), (28, 28)]"
"(92, 125)",2,"(2, 3)","[(28, 28), (43, 96)]"
"(58, 198)",2,"(2, 7)","[(28, 28), (56, 227)]"
"(75, 199)",2,"(5, 7)","[(58, 198), (56, 227)]"
"(56, 227)",2,"(6, 7)","[(75, 199), (56, 227)]"
,3,"(0, 1, 2)","[(228, 45), (129, 34), (28, 28)]"
,3,"(0, 1, 4)","[(228, 45), (129, 34), (92, 125)]"
,3,"(0, 1, 6)","[(228, 45), (129, 34), (75, 199)]"
,3,"(0, 6, 7)","[(228, 45), (75, 199), (56, 227)]"
,3,"(1, 2, 3)","[(129, 34), (28, 28), (43, 96)]"
,3,"(2, 3, 5)","[(28, 28), (43, 96), (58, 198)]"
,3,"(2, 3, 7)","[(28, 28), (43, 96), (56, 227)]"
,3,"(2, 5, 7)","[(28, 28), (58, 198), (56, 227)]"
,3,"(3, 5, 7)","[(43, 96), (58, 198), (56, 227)]"
,3,"(5, 6, 7)","[(58, 198), (75, 199), (56, 227)]"
,4,"(0, 1, 2, 3)","[(228, 45), (129, 34), (28, 28), (43, 96)]"
,4,"(0, 1, 2, 4)","[(228, 45), (129, 34), (28, 28), (92, 125)]"
,4,"(0, 1, 4, 6)","[(228, 45), (129, 34), (92, 125), (75, 199)]"
,4,"(0, 1, 6, 7)","[(228, 45), (129, 34), (75, 199), (56, 227)]"
,4,"(0, 4, 6, 7)","[(228, 45), (92, 125), (75, 199), (56, 227)]"
,4,"(0, 5, 6, 7)","[(228, 45), (58, 198), (75, 199), (56, 227)]"
