PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(79, 232)",2,"(0, 1)","[(79, 232), (220, 238)]"
"(220, 238)",2,"(0, 3)","[(79, 232), (92, 188)]"
"(124, 139)",2,"(0, 6)","[(79, 232), (81, 179)]"
"(92, 188)",2,"(0, 7)","[(79, 232), (35, 17)]"
"(101, 111)",2,"(1, 2)","[(220, 238), (124, 139)]"
"(86, 178)",2,"(1, 7)","[(220, 238), (35, 17)]"
"(81, 179)",2,"(4, 7)","[(101, 111), (35, 17)]"
"(35, 17)",2,"(6, 7)","[(81, 179), (35, 17)]"
,3,"(0, 1, 2)","[(79, 232), (220, 238), (124, 139)]"
,3,"(0, 1, 3)","[(79, 232), (220, 238), (92, 188)]"
,3,"(0, 3, 6)","[(79, 232), (92, 188), (81, 179)]"
,3,"(0, 5, 6)","[(79, 232), (86, 178), (81, 179)]"
,3,"(0, 6, 7)","[(79, 232), (81, 179), (35, 17)]"
,3,"(1, 2, 3)","[(220, 238), (124, 139), (92, 188)]"
,3,"(1, 2, 4)","[(220, 238), (124, 139), (101, 111)]"
,3,"(1, 2, 7)","[(220, 238), (124, 139), (35, 17)]"
,3,"(1, 4, 7)","[(220, 238), (101, 111), (35, 17)]"
,3,"(2, 4, 7)","[(124, 139), (101, 111), (35, 17)]"
,3,"(4, 6, 7)","[(101, 111), (81, 179), (35, 17)]"
,3,"(5, 6, 7)","[(86, 178), (81, 179), (35, 17)]"
,4,"(0, 1, 2, 3)","[(79, 232), (220, 238), (124, 139), (92, 188)]"
,4,"(0, 1, 3, 5)","[(79, 232), (220, 238), (92, 188), (86, 178)]"
,4,"(0, 1, 3, 6)","[(79, 232), (220, 238), (92, 188), (81, 179)]"
,4,"(0, 3, 5, 6)","[(79, 232), (92, 188), (86, 178), (81, 179)]"
,4,"(0, 5, 6, 7)","[(79, 232), (86, 178), (81, 179), (35, 17)]"
