PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(9, 3)",2,"(0, 1)","[(9, 3), (56, 253)]"
"(56, 253)",2,"(0, 6)","[(9, 3), (150, 14)]"
"(143, 244)",2,"(0, 7)","[(9, 3), (246, 5)]"
"(126, 184)",2,"(1, 2)","[(56, 253), (143, 244)]"
"(122, 126)",2,"(2, 5)","[(143, 244), (170, 154)]"
"(170, 154)",2,"(2, 7)","[(143, 244), (246, 5)]"
"(150, 14)",2,"(5, 7)","[(170, 154), (246, 5)]"
"(246, 5)",2,"(6, 7)","[(150, 14), (246, 5)]"
,3,"(0, 1, 2)","[(9, 3), (56, 253), (143, 244)]"
,3,"(0, 1, 3)","[(9, 3), (56, 253), (126, 184)]"
,3,"(0, 1, 4)","[(9, 3), (56, 253), (122, 126)]"
,3,"(0, 1, 6)","[(9, 3), (56, 253), (150, 14)]"
,3,"(0, 4, 6)","[(9, 3), (122, 126), (150, 14)]"
,3,"(0, 6, 7)","[(9, 3), (150, 14), (246, 5)]"
,3,"(1, 2, 3)","[(56, 253), (143, 244), (126, 184)]"
,3,"(1, 2, 5)","[(56, 253), (143, 244), (170, 154)]"
,3,"(2, 3, 5)","[(143, 244), (126, 184), (170, 154)]"
,3,"(2, 5, 7)","[(143, 244), (170, 154), (246, 5)]"
,3,"(5, 6, 7)","[(170, 154), (150, 14), (246, 5)]"
,4,"(0, 1, 2, 3)","[(9, 3), (56, 253), (143, 244), (126, 184)]"
,4,"(0, 1, 3, 4)","[(9, 3), (56, 253), (126, 184), (122, 126)]"
,4,"(0, 1, 4, 6)","[(9, 3), (56, 253), (122, 126), (150, 14)]"
,4,"(0, 4, 6, 7)","[(9, 3), (122, 126), (150, 14), (246, 5)]"
,4,"(0, 5, 6, 7)","[(9, 3), (170, 154), (150, 14), (246, 5)]"
