PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(164, 241)",2,"(0, 1)","[(164, 241), (226, 182)]"
"(226, 182)",2,"(0, 6)","[(164, 241), (137, 228)]"
"(150, 14)",2,"(0, 7)","[(164, 241), (30, 236)]"
"(101, 130)",2,"(1, 2)","[(226, 182), (150, 14)]"
"(119, 200)",2,"(2, 3)","[(150, 14), (101, 130)]"
"(96, 191)",2,"(2, 7)","[(150, 14), (30, 236)]"
"(137, 228)",2,"(3, 7)","[(101, 130), (30, 236)]"
"(30, 236)",2,"(5, 7)","[(96, 191), (30, 236)]"
,2,"(6, 7)","[(137, 228), (30, 236)]"
,3,"(0, 1, 2)","[(164, 241), (226, 182), (150, 14)]"
,3,"(0, 1, 6)","[(164, 241), (226, 182), (137, 228)]"
,3,"(0, 6, 7)","[(164, 241), (137, 228), (30, 236)]"
,3,"(1, 2, 3)","[(226, 182), (150, 14), (101, 130)]"
,3,"(2, 3, 5)","[(150, 14), (101, 130), (96, 191)]"
,3,"(2, 3, 7)","[(150, 14), (101, 130), (30, 236)]"
,3,"(3, 5, 7)","[(101, 130), (96, 191), (30, 236)]"
,3,"(4, 5, 7)","[(119, 200), (96, 191), (30, 236)]"
,3,"(5, 6, 7)","[(96, 191), (137, 228), (30, 236)]"
,4,"(0, 1, 2, 3)","[(164, 241), (226, 182), (150, 14), (101, 130)]"
,4,"(0, 1, 2, 6)","[(164, 241), (226, 182), (150, 14), (137, 228)]"
,4,"(0, 1, 4, 6)","[(164, 241), (226, 182), (119, 200), (137, 228)]"
,4,"(0, 1, 6, 7)","[(164, 241), (226, 182), (137, 228), (30, 236)]"
,4,"(0, 4, 6, 7)","[(164, 241), (119, 200), (137, 228), (30, 236)]"
,4,"(0, 5, 6, 7)","[(164, 241), (96, 191), (137, 228), (30, 236)]"
