PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(252, 254)",2,"(0, 1)","[(252, 254), (187, 2)]"
"(187, 2)",2,"(0, 7)","[(252, 254), (160, 252)]"
"(12, 54)",2,"(1, 2)","[(187, 2), (12, 54)]"
"(15, 165)",2,"(2, 3)","[(12, 54), (15, 165)]"
"(151, 223)",2,"(2, 6)","[(12, 54), (3, 211)]"
"(130, 227)",2,"(3, 6)","[(15, 165), (3, 211)]"
"(3, 211)",2,"(6, 7)","[(3, 211), (160, 252)]"
"(160, 252)",3,"(0, 1, 2)","[(252, 254), (187, 2), (12, 54)]"
,3,"(0, 1, 4)","[(252, 254), (187, 2), (151, 223)]"
,3,"(0, 1, 7)","[(252, 254), (187, 2), (160, 252)]"
,3,"(0, 4, 7)","[(252, 254), (151, 223), (160, 252)]"
,3,"(0, 5, 7)","[(252, 254), (130, 227), (160, 252)]"
,3,"(0, 6, 7)","[(252, 254), (3, 211), (160, 252)]"
,3,"(1, 2, 3)","[(187, 2), (12, 54), (15, 165)]"
,3,"(2, 3, 6)","[(12, 54), (15, 165), (3, 211)]"
,3,"(3, 5, 6)","[(15, 165), (130, 227), (3, 211)]"
,3,"(3, 6, 7)","[(15, 165), (3, 211), (160, 252)]"
,3,"(5, 6, 7)","[(130, 227), (3, 211), (160, 252)]"
,4,"(0, 1, 2, 3)","[(252, 254), (187, 2), (12, 54), (15, 165)]"
,4,"(0, 1, 2, 4)","[(252, 254), (187, 2), (12, 54), (151, 223)]"
,4,"(0, 1, 4, 7)","[(252, 254), (187, 2), (151, 223), (160, 252)]"
,4,"(0, 4, 5, 7)","[(252, 254), (151, 223), (130, 227), (160, 252)]"
,4,"(0, 5, 6, 7)","[(252, 254), (130, 227), (3, 211), (160, 252)]"
