PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(252, 77)",2,"(0, 1)","[(252, 77), (54, 62)]"
"(54, 62)",2,"(0, 4)","[(252, 77), (225, 92)]"
"(13, 186)",2,"(0, 7)","[(252, 77), (151, 191)]"
"(3, 193)",2,"(1, 2)","[(54, 62), (13, 186)]"
"(225, 92)",2,"(1, 3)","[(54, 62), (3, 193)]"
"(92, 181)",2,"(2, 3)","[(13, 186), (3, 193)]"
"(102, 185)",2,"(3, 7)","[(3, 193), (151, 191)]"
"(151, 191)",2,"(6, 7)","[(102, 185), (151, 191)]"
,3,"(0, 1, 2)","[(252, 77), (54, 62), (13, 186)]"
,3,"(0, 1, 4)","[(252, 77), (54, 62), (225, 92)]"
,3,"(0, 4, 7)","[(252, 77), (225, 92), (151, 191)]"
,3,"(0, 6, 7)","[(252, 77), (102, 185), (151, 191)]"
,3,"(1, 2, 3)","[(54, 62), (13, 186), (3, 193)]"
,3,"(2, 3, 5)","[(13, 186), (3, 193), (92, 181)]"
,3,"(2, 3, 6)","[(13, 186), (3, 193), (102, 185)]"
,3,"(2, 3, 7)","[(13, 186), (3, 193), (151, 191)]"
,3,"(3, 6, 7)","[(3, 193), (102, 185), (151, 191)]"
,3,"(5, 6, 7)","[(92, 181), (102, 185), (151, 191)]"
,4,"(0, 1, 2, 3)","[(252, 77), (54, 62), (13, 186), (3, 193)]"
,4,"(0, 1, 2, 4)","[(252, 77), (54, 62), (13, 186), (225, 92)]"
,4,"(0, 1, 4, 5)","[(252, 77), (54, 62), (225, 92), (92, 181)]"
,4,"(0, 1, 4, 7)","[(252, 77), (54, 62), (225, 92), (151, 191)]"
,4,"(0, 4, 6, 7)","[(252, 77), (225, 92), (102, 185), (151, 191)]"
,4,"(0, 5, 6, 7)","[(252, 77), (92, 181), (102, 185), (151, 191)]"
