PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(82, 197)",2,"(0, 1)","[(82, 197), (141, 208)]"
"(141, 208)",2,"(0, 5)","[(82, 197), (116, 194)]"
"(242, 213)",2,"(0, 7)","[(82, 197), (13, 42)]"
"(194, 200)",2,"(1, 2)","[(141, 208), (242, 213)]"
"(158, 195)",2,"(2, 3)","[(242, 213), (194, 200)]"
"(116, 194)",2,"(2, 7)","[(242, 213), (13, 42)]"
"(90, 132)",2,"(6, 7)","[(90, 132), (13, 42)]"
"(13, 42)",3,"(0, 1, 2)","[(82, 197), (141, 208), (242, 213)]"
,3,"(0, 1, 5)","[(82, 197), (141, 208), (116, 194)]"
,3,"(0, 5, 7)","[(82, 197), (116, 194), (13, 42)]"
,3,"(0, 6, 7)","[(82, 197), (90, 132), (13, 42)]"
,3,"(1, 2, 3)","[(141, 208), (242, 213), (194, 200)]"
,3,"(2, 3, 4)","[(242, 213), (194, 200), (158, 195)]"
,3,"(2, 3, 7)","[(242, 213), (194, 200), (13, 42)]"
,3,"(2, 6, 7)","[(242, 213), (90, 132), (13, 42)]"
,3,"(3, 6, 7)","[(194, 200), (90, 132), (13, 42)]"
,3,"(4, 6, 7)","[(158, 195), (90, 132), (13, 42)]"
,3,"(5, 6, 7)","[(116, 194), (90, 132), (13, 42)]"
,4,"(0, 1, 2, 3)","[(82, 197), (141, 208), (242, 213), (194, 200)]"
,4,"(0, 1, 2, 5)","[(82, 197), (141, 208), (242, 213), (116, 194)]"
,4,"(0, 1, 4, 5)","[(82, 197), (141, 208), (158, 195), (116, 194)]"
,4,"(0, 1, 5, 6)","[(82, 197), (141, 208), (116, 194), (90, 132)]"
,4,"(0, 1, 5, 7)","[(82, 197), (141, 208), (116, 194), (13, 42)]"
,4,"(0, 5, 6, 7)","[(82, 197), (116, 194), (90, 132), (13, 42)]"
