PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(8, 76)",2,"(0, 1)","[(8, 76), (35, 122)]"
"(35, 122)",2,"(0, 7)","[(8, 76), (61, 42)]"
"(224, 243)",2,"(1, 2)","[(35, 122), (224, 243)]"
"(202, 188)",2,"(2, 3)","[(224, 243), (202, 188)]"
"(247, 184)",2,"(2, 4)","[(224, 243), (247, 184)]"
"(57, 78)",2,"(4, 6)","[(247, 184), (206, 3)]"
"(206, 3)",2,"(6, 7)","[(206, 3), (61, 42)]"
"(61, 42)",3,"(0, 1, 2)","[(8, 76), (35, 122), (224, 243)]"
,3,"(0, 1, 5)","[(8, 76), (35, 122), (57, 78)]"
,3,"(0, 1, 7)","[(8, 76), (35, 122), (61, 42)]"
,3,"(0, 5, 7)","[(8, 76), (57, 78), (61, 42)]"
,3,"(0, 6, 7)","[(8, 76), (206, 3), (61, 42)]"
,3,"(1, 2, 3)","[(35, 122), (224, 243), (202, 188)]"
,3,"(2, 3, 4)","[(224, 243), (202, 188), (247, 184)]"
,3,"(2, 4, 6)","[(224, 243), (247, 184), (206, 3)]"
,3,"(3, 4, 6)","[(202, 188), (247, 184), (206, 3)]"
,3,"(4, 6, 7)","[(247, 184), (206, 3), (61, 42)]"
,3,"(5, 6, 7)","[(57, 78), (206, 3), (61, 42)]"
,4,"(0, 1, 2, 3)","[(8, 76), (35, 122), (224, 243), (202, 188)]"
,4,"(0, 1, 2, 5)","[(8, 76), (35, 122), (224, 243), (57, 78)]"
,4,"(0, 1, 5, 7)","[(8, 76), (35, 122), (57, 78), (61, 42)]"
,4,"(0, 5, 6, 7)","[(8, 76), (57, 78), (206, 3), (61, 42)]"
