PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(96, 214)",2,"(0, 1)","[(96, 214), (116, 219)]"
"(116, 219)",2,"(0, 7)","[(96, 214), (11, 34)]"
"(248, 169)",2,"(1, 2)","[(116, 219), (248, 169)]"
"(207, 168)",2,"(2, 3)","[(248, 169), (207, 168)]"
"(166, 160)",2,"(2, 7)","[(248, 169), (11, 34)]"
"(117, 191)",2,"(6, 7)","[(72, 99), (11, 34)]"
"(72, 99)",3,"(0, 1, 2)","[(96, 214), (116, 219), (248, 169)]"
"(11, 34)",3,"(0, 1, 5)","[(96, 214), (116, 219), (117, 191)]"
,3,"(0, 1, 7)","[(96, 214), (116, 219), (11, 34)]"
,3,"(0, 6, 7)","[(96, 214), (72, 99), (11, 34)]"
,3,"(1, 2, 3)","[(116, 219), (248, 169), (207, 168)]"
,3,"(2, 3, 4)","[(248, 169), (207, 168), (166, 160)]"
,3,"(2, 3, 7)","[(248, 169), (207, 168), (11, 34)]"
,3,"(2, 6, 7)","[(248, 169), (72, 99), (11, 34)]"
,3,"(4, 6, 7)","[(166, 160), (72, 99), (11, 34)]"
,3,"(5, 6, 7)","[(117, 191), (72, 99), (11, 34)]"
,4,"(0, 1, 2, 3)","[(96, 214), (116, 219), (248, 169), (207, 168)]"
,4,"(0, 1, 2, 5)","[(96, 214), (116, 219), (248, 169), (117, 191)]"
,4,"(0, 1, 3, 5)","[(96, 214), (116, 219), (207, 168), (117, 191)]"
,4,"(0, 1, 4, 5)","[(96, 214), (116, 219), (166, 160), (117, 191)]"
,4,"(0, 1, 5, 6)","[(96, 214), (116, 219), (117, 191), (72, 99)]"
,4,"(0, 1, 5, 7)","[(96, 214), (116, 219), (117, 191), (11, 34)]"
,4,"(0, 1, 6, 7)","[(96, 214), (116, 219), (72, 99), (11, 34)]"
,4,"(0, 5, 6, 7)","[(96, 214), (117, 191), (72, 99), (11, 34)]"
