PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(119, 10)",2,"(0, 1)","[(119, 10), (58, 55)]"
"(58, 55)",2,"(0, 7)","[(119, 10), (198, 171)]"
"(72, 245)",2,"(1, 2)","[(58, 55), (72, 245)]"
"(100, 144)",2,"(2, 3)","[(72, 245), (100, 144)]"
"(111, 128)",2,"(2, 6)","[(72, 245), (148, 194)]"
"(131, 143)",2,"(2, 7)","[(72, 245), (198, 171)]"
"(148, 194)",2,"(6, 7)","[(148, 194), (198, 171)]"
"(198, 171)",3,"(0, 1, 2)","[(119, 10), (58, 55), (72, 245)]"
,3,"(0, 1, 3)","[(119, 10), (58, 55), (100, 144)]"
,3,"(0, 1, 4)","[(119, 10), (58, 55), (111, 128)]"
,3,"(0, 1, 7)","[(119, 10), (58, 55), (198, 171)]"
,3,"(0, 5, 7)","[(119, 10), (131, 143), (198, 171)]"
,3,"(0, 6, 7)","[(119, 10), (148, 194), (198, 171)]"
,3,"(1, 2, 3)","[(58, 55), (72, 245), (100, 144)]"
,3,"(2, 3, 6)","[(72, 245), (100, 144), (148, 194)]"
,3,"(2, 6, 7)","[(72, 245), (148, 194), (198, 171)]"
,3,"(5, 6, 7)","[(131, 143), (148, 194), (198, 171)]"
,4,"(0, 1, 2, 3)","[(119, 10), (58, 55), (72, 245), (100, 144)]"
,4,"(0, 1, 3, 4)","[(119, 10), (58, 55), (100, 144), (111, 128)]"
,4,"(0, 1, 4, 5)","[(119, 10), (58, 55), (111, 128), (131, 143)]"
,4,"(0, 1, 4, 7)","[(119, 10), (58, 55), (111, 128), (198, 171)]"
,4,"(0, 1, 5, 7)","[(119, 10), (58, 55), (131, 143), (198, 171)]"
,4,"(0, 4, 5, 7)","[(119, 10), (111, 128), (131, 143), (198, 171)]"
,4,"(0, 5, 6, 7)","[(119, 10), (131, 143), (148, 194), (198, 171)]"
