PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(230, 112)",2,"(0, 1)","[(230, 112), (214, 37)]"
"(214, 37)",2,"(0, 7)","[(230, 112), (200, 218)]"
"(25, 89)",2,"(1, 2)","[(214, 37), (25, 89)]"
"(64, 104)",2,"(2, 3)","[(25, 89), (64, 104)]"
"(136, 124)",2,"(2, 7)","[(25, 89), (200, 218)]"
"(176, 121)",2,"(6, 7)","[(191, 192), (200, 218)]"
"(191, 192)",3,"(0, 1, 2)","[(230, 112), (214, 37), (25, 89)]"
"(200, 218)",3,"(0, 1, 5)","[(230, 112), (214, 37), (176, 121)]"
,3,"(0, 1, 7)","[(230, 112), (214, 37), (200, 218)]"
,3,"(0, 6, 7)","[(230, 112), (191, 192), (200, 218)]"
,3,"(1, 2, 3)","[(214, 37), (25, 89), (64, 104)]"
,3,"(2, 3, 4)","[(25, 89), (64, 104), (136, 124)]"
,3,"(2, 3, 7)","[(25, 89), (64, 104), (200, 218)]"
,3,"(2, 6, 7)","[(25, 89), (191, 192), (200, 218)]"
,3,"(3, 6, 7)","[(64, 104), (191, 192), (200, 218)]"
,3,"(4, 6, 7)","[(136, 124), (191, 192), (200, 218)]"
,3,"(5, 6, 7)","[(176, 121), (191, 192), (200, 218)]"
,4,"(0, 1, 2, 3)","[(230, 112), (214, 37), (25, 89), (64, 104)]"
,4,"(0, 1, 2, 5)","[(230, 112), (214, 37), (25, 89), (176, 121)]"
,4,"(0, 1, 4, 5)","[(230, 112), (214, 37), (136, 124), (176, 121)]"
,4,"(0, 1, 5, 6)","[(230, 112), (214, 37), (176, 121), (191, 192)]"
,4,"(0, 1, 5, 7)","[(230, 112), (214, 37), (176, 121), (200, 218)]"
,4,"(0, 1, 6, 7)","[(230, 112), (214, 37), (191, 192), (200, 218)]"
,4,"(0, 5, 6, 7)","[(230, 112), (176, 121), (191, 192), (200, 218)]"
