PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(13, 20)",2,"(0, 1)","[(13, 20), (129, 236)]"
"(129, 236)",2,"(0, 6)","[(13, 20), (123, 74)]"
"(160, 183)",2,"(0, 7)","[(13, 20), (242, 61)]"
"(148, 154)",2,"(1, 2)","[(129, 236), (160, 183)]"
"(131, 134)",2,"(1, 7)","[(129, 236), (242, 61)]"
"(136, 135)",2,"(2, 7)","[(160, 183), (242, 61)]"
"(123, 74)",2,"(6, 7)","[(123, 74), (242, 61)]"
"(242, 61)",3,"(0, 1, 2)","[(13, 20), (129, 236), (160, 183)]"
,3,"(0, 1, 4)","[(13, 20), (129, 236), (131, 134)]"
,3,"(0, 1, 6)","[(13, 20), (129, 236), (123, 74)]"
,3,"(0, 4, 6)","[(13, 20), (131, 134), (123, 74)]"
,3,"(0, 6, 7)","[(13, 20), (123, 74), (242, 61)]"
,3,"(1, 2, 3)","[(129, 236), (160, 183), (148, 154)]"
,3,"(1, 2, 7)","[(129, 236), (160, 183), (242, 61)]"
,3,"(2, 3, 7)","[(160, 183), (148, 154), (242, 61)]"
,3,"(2, 6, 7)","[(160, 183), (123, 74), (242, 61)]"
,3,"(3, 6, 7)","[(148, 154), (123, 74), (242, 61)]"
,3,"(5, 6, 7)","[(136, 135), (123, 74), (242, 61)]"
,4,"(0, 1, 2, 3)","[(13, 20), (129, 236), (160, 183), (148, 154)]"
,4,"(0, 1, 2, 4)","[(13, 20), (129, 236), (160, 183), (131, 134)]"
,4,"(0, 1, 4, 5)","[(13, 20), (129, 236), (131, 134), (136, 135)]"
,4,"(0, 1, 4, 6)","[(13, 20), (129, 236), (131, 134), (123, 74)]"
,4,"(0, 4, 5, 6)","[(13, 20), (131, 134), (136, 135), (123, 74)]"
,4,"(0, 4, 6, 7)","[(13, 20), (131, 134), (123, 74), (242, 61)]"
,4,"(0, 5, 6, 7)","[(13, 20), (136, 135), (123, 74), (242, 61)]"
