PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(113, 212)",2,"(0, 1)","[(113, 212), (151, 255)]"
"(151, 255)",2,"(0, 7)","[(113, 212), (29, 4)]"
"(227, 105)",2,"(1, 2)","[(151, 255), (227, 105)]"
"(147, 159)",2,"(2, 5)","[(227, 105), (155, 79)]"
"(130, 181)",2,"(2, 7)","[(227, 105), (29, 4)]"
"(155, 79)",2,"(5, 7)","[(155, 79), (29, 4)]"
"(117, 76)",2,"(6, 7)","[(117, 76), (29, 4)]"
"(29, 4)",3,"(0, 1, 2)","[(113, 212), (151, 255), (227, 105)]"
,3,"(0, 1, 4)","[(113, 212), (151, 255), (130, 181)]"
,3,"(0, 1, 7)","[(113, 212), (151, 255), (29, 4)]"
,3,"(0, 4, 7)","[(113, 212), (130, 181), (29, 4)]"
,3,"(0, 6, 7)","[(113, 212), (117, 76), (29, 4)]"
,3,"(1, 2, 3)","[(151, 255), (227, 105), (147, 159)]"
,3,"(1, 2, 5)","[(151, 255), (227, 105), (155, 79)]"
,3,"(2, 3, 5)","[(227, 105), (147, 159), (155, 79)]"
,3,"(2, 5, 6)","[(227, 105), (155, 79), (117, 76)]"
,3,"(2, 5, 7)","[(227, 105), (155, 79), (29, 4)]"
,3,"(5, 6, 7)","[(155, 79), (117, 76), (29, 4)]"
,4,"(0, 1, 2, 3)","[(113, 212), (151, 255), (227, 105), (147, 159)]"
,4,"(0, 1, 2, 4)","[(113, 212), (151, 255), (227, 105), (130, 181)]"
,4,"(0, 1, 3, 4)","[(113, 212), (151, 255), (147, 159), (130, 181)]"
,4,"(0, 1, 4, 7)","[(113, 212), (151, 255), (130, 181), (29, 4)]"
,4,"(0, 4, 6, 7)","[(113, 212), (130, 181), (117, 76), (29, 4)]"
,4,"(0, 5, 6, 7)","[(113, 212), (155, 79), (117, 76), (29, 4)]"
