PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(132, 216)",2,"(0, 1)","[(132, 216), (167, 243)]"
"(167, 243)",2,"(0, 5)","[(132, 216), (131, 199)]"
"(203, 115)",2,"(0, 7)","[(132, 216), (23, 12)]"
"(232, 66)",2,"(1, 2)","[(167, 243), (203, 115)]"
"(135, 177)",2,"(1, 3)","[(167, 243), (232, 66)]"
"(131, 199)",2,"(2, 3)","[(203, 115), (232, 66)]"
"(101, 84)",2,"(3, 7)","[(232, 66), (23, 12)]"
"(23, 12)",2,"(6, 7)","[(101, 84), (23, 12)]"
,3,"(0, 1, 2)","[(132, 216), (167, 243), (203, 115)]"
,3,"(0, 1, 5)","[(132, 216), (167, 243), (131, 199)]"
,3,"(0, 5, 7)","[(132, 216), (131, 199), (23, 12)]"
,3,"(0, 6, 7)","[(132, 216), (101, 84), (23, 12)]"
,3,"(1, 2, 3)","[(167, 243), (203, 115), (232, 66)]"
,3,"(2, 3, 6)","[(203, 115), (232, 66), (101, 84)]"
,3,"(2, 3, 7)","[(203, 115), (232, 66), (23, 12)]"
,3,"(3, 6, 7)","[(232, 66), (101, 84), (23, 12)]"
,3,"(4, 6, 7)","[(135, 177), (101, 84), (23, 12)]"
,3,"(5, 6, 7)","[(131, 199), (101, 84), (23, 12)]"
,4,"(0, 1, 2, 3)","[(132, 216), (167, 243), (203, 115), (232, 66)]"
,4,"(0, 1, 2, 5)","[(132, 216), (167, 243), (203, 115), (131, 199)]"
,4,"(0, 1, 4, 5)","[(132, 216), (167, 243), (135, 177), (131, 199)]"
,4,"(0, 1, 5, 7)","[(132, 216), (167, 243), (131, 199), (23, 12)]"
,4,"(0, 4, 5, 7)","[(132, 216), (135, 177), (131, 199), (23, 12)]"
,4,"(0, 5, 6, 7)","[(132, 216), (131, 199), (101, 84), (23, 12)]"
