PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(9, 62)",2,"(0, 1)","[(9, 62), (118, 214)]"
"(118, 214)",2,"(0, 6)","[(9, 62), (187, 34)]"
"(247, 250)",2,"(0, 7)","[(9, 62), (216, 5)]"
"(157, 163)",2,"(1, 2)","[(118, 214), (247, 250)]"
"(184, 113)",2,"(2, 5)","[(247, 250), (217, 105)]"
"(217, 105)",2,"(2, 7)","[(247, 250), (216, 5)]"
"(187, 34)",2,"(5, 7)","[(217, 105), (216, 5)]"
"(216, 5)",2,"(6, 7)","[(187, 34), (216, 5)]"
,3,"(0, 1, 2)","[(9, 62), (118, 214), (247, 250)]"
,3,"(0, 1, 3)","[(9, 62), (118, 214), (157, 163)]"
,3,"(0, 1, 6)","[(9, 62), (118, 214), (187, 34)]"
,3,"(0, 6, 7)","[(9, 62), (187, 34), (216, 5)]"
,3,"(1, 2, 3)","[(118, 214), (247, 250), (157, 163)]"
,3,"(1, 2, 5)","[(118, 214), (247, 250), (217, 105)]"
,3,"(2, 3, 5)","[(247, 250), (157, 163), (217, 105)]"
,3,"(2, 4, 5)","[(247, 250), (184, 113), (217, 105)]"
,3,"(2, 5, 7)","[(247, 250), (217, 105), (216, 5)]"
,3,"(5, 6, 7)","[(217, 105), (187, 34), (216, 5)]"
,4,"(0, 1, 2, 3)","[(9, 62), (118, 214), (247, 250), (157, 163)]"
,4,"(0, 1, 3, 4)","[(9, 62), (118, 214), (157, 163), (184, 113)]"
,4,"(0, 1, 3, 6)","[(9, 62), (118, 214), (157, 163), (187, 34)]"
,4,"(0, 1, 6, 7)","[(9, 62), (118, 214), (187, 34), (216, 5)]"
,4,"(0, 4, 6, 7)","[(9, 62), (184, 113), (187, 34), (216, 5)]"
,4,"(0, 5, 6, 7)","[(9, 62), (217, 105), (187, 34), (216, 5)]"
