PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(137, 28)",2,"(0, 1)","[(137, 28), (5, 160)]"
"(5, 160)",2,"(0, 6)","[(137, 28), (201, 130)]"
"(2, 176)",2,"(0, 7)","[(137, 28), (253, 138)]"
"(87, 228)",2,"(1, 2)","[(5, 160), (2, 176)]"
"(97, 213)",2,"(2, 3)","[(2, 176), (87, 228)]"
"(159, 149)",2,"(3, 4)","[(87, 228), (97, 213)]"
"(201, 130)",2,"(3, 7)","[(87, 228), (253, 138)]"
"(253, 138)",2,"(6, 7)","[(201, 130), (253, 138)]"
,3,"(0, 1, 2)","[(137, 28), (5, 160), (2, 176)]"
,3,"(0, 1, 6)","[(137, 28), (5, 160), (201, 130)]"
,3,"(0, 6, 7)","[(137, 28), (201, 130), (253, 138)]"
,3,"(1, 2, 3)","[(5, 160), (2, 176), (87, 228)]"
,3,"(2, 3, 4)","[(2, 176), (87, 228), (97, 213)]"
,3,"(3, 4, 7)","[(87, 228), (97, 213), (253, 138)]"
,3,"(3, 6, 7)","[(87, 228), (201, 130), (253, 138)]"
,3,"(5, 6, 7)","[(159, 149), (201, 130), (253, 138)]"
,4,"(0, 1, 2, 3)","[(137, 28), (5, 160), (2, 176), (87, 228)]"
,4,"(0, 1, 2, 4)","[(137, 28), (5, 160), (2, 176), (97, 213)]"
,4,"(0, 1, 2, 5)","[(137, 28), (5, 160), (2, 176), (159, 149)]"
,4,"(0, 1, 2, 6)","[(137, 28), (5, 160), (2, 176), (201, 130)]"
,4,"(0, 1, 5, 6)","[(137, 28), (5, 160), (159, 149), (201, 130)]"
,4,"(0, 1, 6, 7)","[(137, 28), (5, 160), (201, 130), (253, 138)]"
,4,"(0, 5, 6, 7)","[(137, 28), (159, 149), (201, 130), (253, 138)]"
