PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(167, 250)",2,"(0, 1)","[(167, 250), (252, 77)]"
"(252, 77)",2,"(0, 7)","[(167, 250), (134, 251)]"
"(174, 8)",2,"(1, 2)","[(252, 77), (174, 8)]"
"(158, 27)",2,"(2, 3)","[(174, 8), (158, 27)]"
"(143, 63)",2,"(2, 6)","[(174, 8), (3, 5)]"
"(153, 204)",2,"(3, 6)","[(158, 27), (3, 5)]"
"(3, 5)",2,"(4, 6)","[(143, 63), (3, 5)]"
"(134, 251)",2,"(6, 7)","[(3, 5), (134, 251)]"
,3,"(0, 1, 2)","[(167, 250), (252, 77), (174, 8)]"
,3,"(0, 1, 5)","[(167, 250), (252, 77), (153, 204)]"
,3,"(0, 1, 7)","[(167, 250), (252, 77), (134, 251)]"
,3,"(0, 5, 7)","[(167, 250), (153, 204), (134, 251)]"
,3,"(0, 6, 7)","[(167, 250), (3, 5), (134, 251)]"
,3,"(1, 2, 3)","[(252, 77), (174, 8), (158, 27)]"
,3,"(2, 3, 6)","[(174, 8), (158, 27), (3, 5)]"
,3,"(3, 4, 6)","[(158, 27), (143, 63), (3, 5)]"
,3,"(4, 6, 7)","[(143, 63), (3, 5), (134, 251)]"
,3,"(5, 6, 7)","[(153, 204), (3, 5), (134, 251)]"
,4,"(0, 1, 2, 3)","[(167, 250), (252, 77), (174, 8), (158, 27)]"
,4,"(0, 1, 2, 5)","[(167, 250), (252, 77), (174, 8), (153, 204)]"
,4,"(0, 1, 5, 7)","[(167, 250), (252, 77), (153, 204), (134, 251)]"
,4,"(0, 4, 5, 7)","[(167, 250), (143, 63), (153, 204), (134, 251)]"
,4,"(0, 5, 6, 7)","[(167, 250), (153, 204), (3, 5), (134, 251)]"
