PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(42, 8)",2,"(0, 1)","[(42, 8), (16, 248)]"
"(16, 248)",2,"(0, 3)","[(42, 8), (60, 176)]"
"(52, 230)",2,"(0, 6)","[(42, 8), (143, 103)]"
"(60, 176)",2,"(0, 7)","[(42, 8), (239, 153)]"
"(71, 189)",2,"(1, 2)","[(16, 248), (52, 230)]"
"(82, 182)",2,"(1, 7)","[(16, 248), (239, 153)]"
"(143, 103)",2,"(2, 7)","[(52, 230), (239, 153)]"
"(239, 153)",2,"(6, 7)","[(143, 103), (239, 153)]"
,3,"(0, 1, 2)","[(42, 8), (16, 248), (52, 230)]"
,3,"(0, 1, 3)","[(42, 8), (16, 248), (60, 176)]"
,3,"(0, 3, 6)","[(42, 8), (60, 176), (143, 103)]"
,3,"(0, 6, 7)","[(42, 8), (143, 103), (239, 153)]"
,3,"(1, 2, 3)","[(16, 248), (52, 230), (60, 176)]"
,3,"(1, 2, 4)","[(16, 248), (52, 230), (71, 189)]"
,3,"(1, 2, 7)","[(16, 248), (52, 230), (239, 153)]"
,3,"(2, 5, 7)","[(52, 230), (82, 182), (239, 153)]"
,3,"(2, 6, 7)","[(52, 230), (143, 103), (239, 153)]"
,3,"(5, 6, 7)","[(82, 182), (143, 103), (239, 153)]"
,4,"(0, 1, 2, 3)","[(42, 8), (16, 248), (52, 230), (60, 176)]"
,4,"(0, 1, 3, 4)","[(42, 8), (16, 248), (60, 176), (71, 189)]"
,4,"(0, 1, 3, 6)","[(42, 8), (16, 248), (60, 176), (143, 103)]"
,4,"(0, 3, 4, 6)","[(42, 8), (60, 176), (71, 189), (143, 103)]"
,4,"(0, 3, 5, 6)","[(42, 8), (60, 176), (82, 182), (143, 103)]"
,4,"(0, 3, 6, 7)","[(42, 8), (60, 176), (143, 103), (239, 153)]"
,4,"(0, 5, 6, 7)","[(42, 8), (82, 182), (143, 103), (239, 153)]"
