PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(179, 60)",2,"(0, 1)","[(179, 60), (6, 7)]"
"(6, 7)",2,"(0, 7)","[(179, 60), (250, 162)]"
"(113, 254)",2,"(1, 2)","[(6, 7), (113, 254)]"
"(149, 194)",2,"(2, 4)","[(113, 254), (152, 220)]"
"(152, 220)",2,"(2, 7)","[(113, 254), (250, 162)]"
"(173, 130)",2,"(4, 7)","[(152, 220), (250, 162)]"
"(180, 189)",2,"(6, 7)","[(180, 189), (250, 162)]"
"(250, 162)",3,"(0, 1, 2)","[(179, 60), (6, 7), (113, 254)]"
,3,"(0, 1, 5)","[(179, 60), (6, 7), (173, 130)]"
,3,"(0, 1, 7)","[(179, 60), (6, 7), (250, 162)]"
,3,"(0, 5, 7)","[(179, 60), (173, 130), (250, 162)]"
,3,"(0, 6, 7)","[(179, 60), (180, 189), (250, 162)]"
,3,"(1, 2, 3)","[(6, 7), (113, 254), (149, 194)]"
,3,"(1, 2, 4)","[(6, 7), (113, 254), (152, 220)]"
,3,"(2, 3, 4)","[(113, 254), (149, 194), (152, 220)]"
,3,"(2, 4, 6)","[(113, 254), (152, 220), (180, 189)]"
,3,"(2, 4, 7)","[(113, 254), (152, 220), (250, 162)]"
,3,"(4, 6, 7)","[(152, 220), (180, 189), (250, 162)]"
,3,"(5, 6, 7)","[(173, 130), (180, 189), (250, 162)]"
,4,"(0, 1, 2, 3)","[(179, 60), (6, 7), (113, 254), (149, 194)]"
,4,"(0, 1, 2, 5)","[(179, 60), (6, 7), (113, 254), (173, 130)]"
,4,"(0, 1, 3, 5)","[(179, 60), (6, 7), (149, 194), (173, 130)]"
,4,"(0, 1, 5, 7)","[(179, 60), (6, 7), (173, 130), (250, 162)]"
,4,"(0, 5, 6, 7)","[(179, 60), (173, 130), (180, 189), (250, 162)]"
