PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(122, 243)",2,"(0, 1)","[(122, 243), (226, 194)]"
"(226, 194)",2,"(0, 5)","[(122, 243), (137, 202)]"
"(194, 179)",2,"(0, 7)","[(122, 243), (30, 34)]"
"(172, 191)",2,"(1, 2)","[(226, 194), (194, 179)]"
"(143, 196)",2,"(1, 7)","[(226, 194), (30, 34)]"
"(137, 202)",2,"(2, 7)","[(194, 179), (30, 34)]"
"(136, 193)",2,"(6, 7)","[(136, 193), (30, 34)]"
"(30, 34)",3,"(0, 1, 2)","[(122, 243), (226, 194), (194, 179)]"
,3,"(0, 1, 3)","[(122, 243), (226, 194), (172, 191)]"
,3,"(0, 1, 5)","[(122, 243), (226, 194), (137, 202)]"
,3,"(0, 4, 5)","[(122, 243), (143, 196), (137, 202)]"
,3,"(0, 5, 6)","[(122, 243), (137, 202), (136, 193)]"
,3,"(0, 5, 7)","[(122, 243), (137, 202), (30, 34)]"
,3,"(0, 6, 7)","[(122, 243), (136, 193), (30, 34)]"
,3,"(1, 2, 3)","[(226, 194), (194, 179), (172, 191)]"
,3,"(1, 2, 7)","[(226, 194), (194, 179), (30, 34)]"
,3,"(2, 3, 7)","[(194, 179), (172, 191), (30, 34)]"
,3,"(2, 6, 7)","[(194, 179), (136, 193), (30, 34)]"
,3,"(4, 6, 7)","[(143, 196), (136, 193), (30, 34)]"
,3,"(5, 6, 7)","[(137, 202), (136, 193), (30, 34)]"
,4,"(0, 1, 2, 3)","[(122, 243), (226, 194), (194, 179), (172, 191)]"
,4,"(0, 1, 3, 5)","[(122, 243), (226, 194), (172, 191), (137, 202)]"
,4,"(0, 1, 4, 5)","[(122, 243), (226, 194), (143, 196), (137, 202)]"
,4,"(0, 4, 5, 6)","[(122, 243), (143, 196), (137, 202), (136, 193)]"
,4,"(0, 5, 6, 7)","[(122, 243), (137, 202), (136, 193), (30, 34)]"
