PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(253, 70)",2,"(0, 1)","[(253, 70), (227, 15)]"
"(227, 15)",2,"(0, 7)","[(253, 70), (156, 228)]"
"(3, 38)",2,"(1, 2)","[(227, 15), (3, 38)]"
"(126, 66)",2,"(2, 3)","[(3, 38), (126, 66)]"
"(100, 137)",2,"(2, 6)","[(3, 38), (31, 240)]"
"(133, 146)",2,"(6, 7)","[(31, 240), (156, 228)]"
"(31, 240)",3,"(0, 1, 2)","[(253, 70), (227, 15), (3, 38)]"
"(156, 228)",3,"(0, 1, 3)","[(253, 70), (227, 15), (126, 66)]"
,3,"(0, 1, 7)","[(253, 70), (227, 15), (156, 228)]"
,3,"(0, 5, 7)","[(253, 70), (133, 146), (156, 228)]"
,3,"(0, 6, 7)","[(253, 70), (31, 240), (156, 228)]"
,3,"(1, 2, 3)","[(227, 15), (3, 38), (126, 66)]"
,3,"(2, 3, 4)","[(3, 38), (126, 66), (100, 137)]"
,3,"(2, 3, 6)","[(3, 38), (126, 66), (31, 240)]"
,3,"(2, 4, 6)","[(3, 38), (100, 137), (31, 240)]"
,3,"(2, 6, 7)","[(3, 38), (31, 240), (156, 228)]"
,3,"(4, 6, 7)","[(100, 137), (31, 240), (156, 228)]"
,3,"(5, 6, 7)","[(133, 146), (31, 240), (156, 228)]"
,4,"(0, 1, 2, 3)","[(253, 70), (227, 15), (3, 38), (126, 66)]"
,4,"(0, 1, 3, 5)","[(253, 70), (227, 15), (126, 66), (133, 146)]"
,4,"(0, 1, 3, 7)","[(253, 70), (227, 15), (126, 66), (156, 228)]"
,4,"(0, 1, 5, 7)","[(253, 70), (227, 15), (133, 146), (156, 228)]"
,4,"(0, 5, 6, 7)","[(253, 70), (133, 146), (31, 240), (156, 228)]"
