PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(131, 238)",2,"(0, 1)","[(131, 238), (247, 111)]"
"(247, 111)",2,"(0, 5)","[(131, 238), (125, 195)]"
"(181, 100)",2,"(0, 7)","[(131, 238), (8, 18)]"
"(161, 149)",2,"(1, 2)","[(247, 111), (181, 100)]"
"(145, 166)",2,"(1, 7)","[(247, 111), (8, 18)]"
"(125, 195)",2,"(2, 7)","[(181, 100), (8, 18)]"
"(119, 176)",2,"(6, 7)","[(119, 176), (8, 18)]"
"(8, 18)",3,"(0, 1, 2)","[(131, 238), (247, 111), (181, 100)]"
,3,"(0, 1, 3)","[(131, 238), (247, 111), (161, 149)]"
,3,"(0, 1, 5)","[(131, 238), (247, 111), (125, 195)]"
,3,"(0, 4, 5)","[(131, 238), (145, 166), (125, 195)]"
,3,"(0, 5, 6)","[(131, 238), (125, 195), (119, 176)]"
,3,"(0, 5, 7)","[(131, 238), (125, 195), (8, 18)]"
,3,"(0, 6, 7)","[(131, 238), (119, 176), (8, 18)]"
,3,"(1, 2, 3)","[(247, 111), (181, 100), (161, 149)]"
,3,"(1, 2, 7)","[(247, 111), (181, 100), (8, 18)]"
,3,"(2, 3, 7)","[(181, 100), (161, 149), (8, 18)]"
,3,"(2, 6, 7)","[(181, 100), (119, 176), (8, 18)]"
,3,"(5, 6, 7)","[(125, 195), (119, 176), (8, 18)]"
,4,"(0, 1, 2, 3)","[(131, 238), (247, 111), (181, 100), (161, 149)]"
,4,"(0, 1, 3, 4)","[(131, 238), (247, 111), (161, 149), (145, 166)]"
,4,"(0, 1, 3, 5)","[(131, 238), (247, 111), (161, 149), (125, 195)]"
,4,"(0, 1, 4, 5)","[(131, 238), (247, 111), (145, 166), (125, 195)]"
,4,"(0, 4, 5, 6)","[(131, 238), (145, 166), (125, 195), (119, 176)]"
,4,"(0, 5, 6, 7)","[(131, 238), (125, 195), (119, 176), (8, 18)]"
