PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(2, 20)",2,"(0, 1)","[(2, 20), (79, 192)]"
"(79, 192)",2,"(0, 7)","[(2, 20), (254, 74)]"
"(125, 236)",2,"(1, 2)","[(79, 192), (125, 236)]"
"(126, 202)",2,"(2, 3)","[(125, 236), (126, 202)]"
"(163, 158)",2,"(2, 5)","[(125, 236), (185, 154)]"
"(185, 154)",2,"(2, 7)","[(125, 236), (254, 74)]"
"(183, 128)",2,"(5, 7)","[(185, 154), (254, 74)]"
"(254, 74)",2,"(6, 7)","[(183, 128), (254, 74)]"
,3,"(0, 1, 2)","[(2, 20), (79, 192), (125, 236)]"
,3,"(0, 1, 3)","[(2, 20), (79, 192), (126, 202)]"
,3,"(0, 1, 6)","[(2, 20), (79, 192), (183, 128)]"
,3,"(0, 1, 7)","[(2, 20), (79, 192), (254, 74)]"
,3,"(0, 6, 7)","[(2, 20), (183, 128), (254, 74)]"
,3,"(1, 2, 3)","[(79, 192), (125, 236), (126, 202)]"
,3,"(2, 3, 5)","[(125, 236), (126, 202), (185, 154)]"
,3,"(2, 5, 7)","[(125, 236), (185, 154), (254, 74)]"
,3,"(5, 6, 7)","[(185, 154), (183, 128), (254, 74)]"
,4,"(0, 1, 2, 3)","[(2, 20), (79, 192), (125, 236), (126, 202)]"
,4,"(0, 1, 3, 4)","[(2, 20), (79, 192), (126, 202), (163, 158)]"
,4,"(0, 1, 3, 6)","[(2, 20), (79, 192), (126, 202), (183, 128)]"
,4,"(0, 1, 4, 6)","[(2, 20), (79, 192), (163, 158), (183, 128)]"
,4,"(0, 1, 6, 7)","[(2, 20), (79, 192), (183, 128), (254, 74)]"
,4,"(0, 4, 6, 7)","[(2, 20), (163, 158), (183, 128), (254, 74)]"
,4,"(0, 5, 6, 7)","[(2, 20), (185, 154), (183, 128), (254, 74)]"
