PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(189, 245)",2,"(0, 1)","[(189, 245), (252, 95)]"
"(252, 95)",2,"(0, 6)","[(189, 245), (110, 188)]"
"(108, 66)",2,"(0, 7)","[(189, 245), (10, 130)]"
"(3, 11)",2,"(1, 2)","[(252, 95), (108, 66)]"
"(120, 174)",2,"(1, 3)","[(252, 95), (3, 11)]"
"(103, 163)",2,"(2, 3)","[(108, 66), (3, 11)]"
"(110, 188)",2,"(3, 7)","[(3, 11), (10, 130)]"
"(10, 130)",2,"(6, 7)","[(110, 188), (10, 130)]"
,3,"(0, 1, 2)","[(189, 245), (252, 95), (108, 66)]"
,3,"(0, 1, 4)","[(189, 245), (252, 95), (120, 174)]"
,3,"(0, 1, 6)","[(189, 245), (252, 95), (110, 188)]"
,3,"(0, 4, 6)","[(189, 245), (120, 174), (110, 188)]"
,3,"(0, 6, 7)","[(189, 245), (110, 188), (10, 130)]"
,3,"(1, 2, 3)","[(252, 95), (108, 66), (3, 11)]"
,3,"(2, 3, 7)","[(108, 66), (3, 11), (10, 130)]"
,3,"(3, 5, 7)","[(3, 11), (103, 163), (10, 130)]"
,3,"(3, 6, 7)","[(3, 11), (110, 188), (10, 130)]"
,3,"(5, 6, 7)","[(103, 163), (110, 188), (10, 130)]"
,4,"(0, 1, 2, 3)","[(189, 245), (252, 95), (108, 66), (3, 11)]"
,4,"(0, 1, 2, 4)","[(189, 245), (252, 95), (108, 66), (120, 174)]"
,4,"(0, 1, 4, 6)","[(189, 245), (252, 95), (120, 174), (110, 188)]"
,4,"(0, 4, 5, 6)","[(189, 245), (120, 174), (103, 163), (110, 188)]"
,4,"(0, 4, 6, 7)","[(189, 245), (120, 174), (110, 188), (10, 130)]"
,4,"(0, 5, 6, 7)","[(189, 245), (103, 163), (110, 188), (10, 130)]"
