PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(20, 15)",2,"(0, 1)","[(20, 15), (5, 147)]"
"(5, 147)",2,"(0, 6)","[(20, 15), (137, 28)]"
"(108, 176)",2,"(0, 7)","[(20, 15), (240, 5)]"
"(184, 241)",2,"(1, 2)","[(5, 147), (108, 176)]"
"(150, 152)",2,"(1, 3)","[(5, 147), (184, 241)]"
"(166, 79)",2,"(2, 3)","[(108, 176), (184, 241)]"
"(137, 28)",2,"(3, 4)","[(184, 241), (150, 152)]"
"(240, 5)",2,"(3, 7)","[(184, 241), (240, 5)]"
,2,"(5, 7)","[(166, 79), (240, 5)]"
,2,"(6, 7)","[(137, 28), (240, 5)]"
,3,"(0, 1, 2)","[(20, 15), (5, 147), (108, 176)]"
,3,"(0, 1, 6)","[(20, 15), (5, 147), (137, 28)]"
,3,"(0, 6, 7)","[(20, 15), (137, 28), (240, 5)]"
,3,"(1, 2, 3)","[(5, 147), (108, 176), (184, 241)]"
,3,"(2, 3, 4)","[(108, 176), (184, 241), (150, 152)]"
,3,"(3, 4, 7)","[(184, 241), (150, 152), (240, 5)]"
,3,"(3, 5, 7)","[(184, 241), (166, 79), (240, 5)]"
,3,"(5, 6, 7)","[(166, 79), (137, 28), (240, 5)]"
,4,"(0, 1, 2, 3)","[(20, 15), (5, 147), (108, 176), (184, 241)]"
,4,"(0, 1, 2, 4)","[(20, 15), (5, 147), (108, 176), (150, 152)]"
,4,"(0, 1, 2, 6)","[(20, 15), (5, 147), (108, 176), (137, 28)]"
,4,"(0, 1, 5, 6)","[(20, 15), (5, 147), (166, 79), (137, 28)]"
,4,"(0, 1, 6, 7)","[(20, 15), (5, 147), (137, 28), (240, 5)]"
,4,"(0, 5, 6, 7)","[(20, 15), (166, 79), (137, 28), (240, 5)]"
