PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(121, 189)",2,"(0, 1)","[(121, 189), (250, 120)]"
"(250, 120)",2,"(0, 3)","[(121, 189), (166, 138)]"
"(192, 116)",2,"(0, 4)","[(121, 189), (98, 143)]"
"(166, 138)",2,"(0, 6)","[(121, 189), (74, 131)]"
"(98, 143)",2,"(0, 7)","[(121, 189), (4, 62)]"
"(82, 123)",2,"(1, 2)","[(250, 120), (192, 116)]"
"(74, 131)",2,"(1, 7)","[(250, 120), (4, 62)]"
"(4, 62)",2,"(2, 7)","[(192, 116), (4, 62)]"
,2,"(5, 7)","[(82, 123), (4, 62)]"
,2,"(6, 7)","[(74, 131), (4, 62)]"
,3,"(0, 1, 2)","[(121, 189), (250, 120), (192, 116)]"
,3,"(0, 1, 3)","[(121, 189), (250, 120), (166, 138)]"
,3,"(0, 3, 4)","[(121, 189), (166, 138), (98, 143)]"
,3,"(0, 4, 6)","[(121, 189), (98, 143), (74, 131)]"
,3,"(0, 6, 7)","[(121, 189), (74, 131), (4, 62)]"
,3,"(1, 2, 3)","[(250, 120), (192, 116), (166, 138)]"
,3,"(1, 2, 7)","[(250, 120), (192, 116), (4, 62)]"
,3,"(2, 5, 7)","[(192, 116), (82, 123), (4, 62)]"
,3,"(5, 6, 7)","[(82, 123), (74, 131), (4, 62)]"
,4,"(0, 1, 2, 3)","[(121, 189), (250, 120), (192, 116), (166, 138)]"
,4,"(0, 1, 3, 4)","[(121, 189), (250, 120), (166, 138), (98, 143)]"
,4,"(0, 3, 4, 6)","[(121, 189), (166, 138), (98, 143), (74, 131)]"
,4,"(0, 4, 5, 6)","[(121, 189), (98, 143), (82, 123), (74, 131)]"
,4,"(0, 4, 6, 7)","[(121, 189), (98, 143), (74, 131), (4, 62)]"
,4,"(0, 5, 6, 7)","[(121, 189), (82, 123), (74, 131), (4, 62)]"
